STATION,NAME,DATE,rain,temp
TH000048400,"NAKHON SAWAN, TH",2014/11/11,,29.1
TH000048400,"NAKHON SAWAN, TH",2014/11/12,,29
TH000048400,"NAKHON SAWAN, TH",2014/11/13,,28.6
TH000048400,"NAKHON SAWAN, TH",2014/11/14,,27.5
TH000048400,"NAKHON SAWAN, TH",2014/11/15,,27.2
TH000048400,"NAKHON SAWAN, TH",2014/11/16,,27.8
TH000048400,"NAKHON SAWAN, TH",2014/11/17,,27.7
TH000048400,"NAKHON SAWAN, TH",2014/11/18,,26.6
TH000048400,"NAKHON SAWAN, TH",2014/11/19,,25.7
TH000048400,"NAKHON SAWAN, TH",2014/11/20,,25.1
TH000048400,"NAKHON SAWAN, TH",2014/11/21,,25.4
TH000048400,"NAKHON SAWAN, TH",2014/11/22,,26.1
TH000048400,"NAKHON SAWAN, TH",2014/11/23,,26.4
TH000048400,"NAKHON SAWAN, TH",2014/11/24,,26.9
TH000048400,"NAKHON SAWAN, TH",2014/11/25,,27.2
TH000048400,"NAKHON SAWAN, TH",2014/11/26,,27.8
TH000048400,"NAKHON SAWAN, TH",2014/11/27,,28.4
TH000048400,"NAKHON SAWAN, TH",2014/11/28,,28.8
TH000048400,"NAKHON SAWAN, TH",2014/11/29,,29.2
TH000048400,"NAKHON SAWAN, TH",2014/11/30,,29
TH000048400,"NAKHON SAWAN, TH",2014/12/1,,27.6
TH000048400,"NAKHON SAWAN, TH",2014/12/2,0,26.6
TH000048400,"NAKHON SAWAN, TH",2014/12/3,,27.2
TH000048400,"NAKHON SAWAN, TH",2014/12/4,0.3,28.5
TH000048400,"NAKHON SAWAN, TH",2014/12/5,0.5,26.2
TH000048400,"NAKHON SAWAN, TH",2014/12/6,,27.4
TH000048400,"NAKHON SAWAN, TH",2014/12/7,,28.1
TH000048400,"NAKHON SAWAN, TH",2014/12/8,,27.1
TH000048400,"NAKHON SAWAN, TH",2014/12/9,,25.9
TH000048400,"NAKHON SAWAN, TH",2014/12/10,,27.3
TH000048400,"NAKHON SAWAN, TH",2014/12/11,,26.4
TH000048400,"NAKHON SAWAN, TH",2014/12/12,,25.9
TH000048400,"NAKHON SAWAN, TH",2014/12/13,,25.4
TH000048400,"NAKHON SAWAN, TH",2014/12/14,,24.6
TH000048400,"NAKHON SAWAN, TH",2014/12/15,,25.2
TH000048400,"NAKHON SAWAN, TH",2014/12/16,,26
TH000048400,"NAKHON SAWAN, TH",2014/12/17,,23.2
TH000048400,"NAKHON SAWAN, TH",2014/12/18,,22.9
TH000048400,"NAKHON SAWAN, TH",2014/12/19,,23.6
TH000048400,"NAKHON SAWAN, TH",2014/12/20,,24
TH000048400,"NAKHON SAWAN, TH",2014/12/21,,25.5
TH000048400,"NAKHON SAWAN, TH",2014/12/22,,23
TH000048400,"NAKHON SAWAN, TH",2014/12/23,,21.9
TH000048400,"NAKHON SAWAN, TH",2014/12/24,,24.4
TH000048400,"NAKHON SAWAN, TH",2014/12/25,,24.8
TH000048400,"NAKHON SAWAN, TH",2014/12/26,,27
TH000048400,"NAKHON SAWAN, TH",2014/12/27,,28.6
TH000048400,"NAKHON SAWAN, TH",2014/12/28,,27.4
TH000048400,"NAKHON SAWAN, TH",2014/12/29,,24.4
TH000048400,"NAKHON SAWAN, TH",2014/12/30,,23.8
TH000048400,"NAKHON SAWAN, TH",2014/12/31,,23.8
TH000048400,"NAKHON SAWAN, TH",2015/1/1,,22.2
TH000048400,"NAKHON SAWAN, TH",2015/1/2,,21.5
TH000048400,"NAKHON SAWAN, TH",2015/1/3,,22.3
TH000048400,"NAKHON SAWAN, TH",2015/1/4,,23.8
TH000048400,"NAKHON SAWAN, TH",2015/1/5,,26.3
TH000048400,"NAKHON SAWAN, TH",2015/1/6,,26.6
TH000048400,"NAKHON SAWAN, TH",2015/1/7,0,28.4
TH000048400,"NAKHON SAWAN, TH",2015/1/8,2.3,24.6
TH000048400,"NAKHON SAWAN, TH",2015/1/9,1,25.2
TH000048400,"NAKHON SAWAN, TH",2015/1/10,3.8,21.2
TH000048400,"NAKHON SAWAN, TH",2015/1/11,1,20
TH000048400,"NAKHON SAWAN, TH",2015/1/12,0,22.2
TH000048400,"NAKHON SAWAN, TH",2015/1/13,0,22
TH000048400,"NAKHON SAWAN, TH",2015/1/14,,22
TH000048400,"NAKHON SAWAN, TH",2015/1/15,,21.7
TH000048400,"NAKHON SAWAN, TH",2015/1/16,,22.3
TH000048400,"NAKHON SAWAN, TH",2015/1/17,,22.4
TH000048400,"NAKHON SAWAN, TH",2015/1/18,,22.7
TH000048400,"NAKHON SAWAN, TH",2015/1/19,,22.9
TH000048400,"NAKHON SAWAN, TH",2015/1/20,,22.8
TH000048400,"NAKHON SAWAN, TH",2015/1/21,,24
TH000048400,"NAKHON SAWAN, TH",2015/1/22,,24.8
TH000048400,"NAKHON SAWAN, TH",2015/1/23,,25
TH000048400,"NAKHON SAWAN, TH",2015/1/24,,25.1
TH000048400,"NAKHON SAWAN, TH",2015/1/25,,25.2
TH000048400,"NAKHON SAWAN, TH",2015/1/26,,25.1
TH000048400,"NAKHON SAWAN, TH",2015/1/27,,25.1
TH000048400,"NAKHON SAWAN, TH",2015/1/28,,25.3
TH000048400,"NAKHON SAWAN, TH",2015/1/29,,25.7
TH000048400,"NAKHON SAWAN, TH",2015/1/30,,27
TH000048400,"NAKHON SAWAN, TH",2015/1/31,,27.8
TH000048400,"NAKHON SAWAN, TH",2015/2/1,,26.2
TH000048400,"NAKHON SAWAN, TH",2015/2/2,,25.6
TH000048400,"NAKHON SAWAN, TH",2015/2/3,,26.4
TH000048400,"NAKHON SAWAN, TH",2015/2/4,,26.3
TH000048400,"NAKHON SAWAN, TH",2015/2/5,,26.1
TH000048400,"NAKHON SAWAN, TH",2015/2/6,,25.4
TH000048400,"NAKHON SAWAN, TH",2015/2/7,,25.6
TH000048400,"NAKHON SAWAN, TH",2015/2/8,,25.8
TH000048400,"NAKHON SAWAN, TH",2015/2/9,,25.3
TH000048400,"NAKHON SAWAN, TH",2015/2/10,,25.8
TH000048400,"NAKHON SAWAN, TH",2015/2/11,,27.5
TH000048400,"NAKHON SAWAN, TH",2015/2/12,,29.2
TH000048400,"NAKHON SAWAN, TH",2015/2/13,,28.9
TH000048400,"NAKHON SAWAN, TH",2015/2/14,,27.9
TH000048400,"NAKHON SAWAN, TH",2015/2/15,,28.9
