date, pm10, o3, no2
2021/3/6,96,39,9
2021/3/7,93,32,12
2021/3/8,100,29,11
2021/3/9,103,26,13
2021/3/10,108,25,12
2021/3/11,88,26,11
2021/3/12,92,31,7
2021/3/13,84,30,5
2021/3/14,82,30,9
2021/3/15,72,34,10
2021/3/16,73,33,10
2021/3/17,75,37,10
2021/3/18,74,31,11
2021/3/19,74,36,10
2021/3/20,67,30,8
2021/3/21,69,27,5
2021/3/22,54,25,2
2021/3/23,56,30,3
2021/3/24,68,33,2
2021/3/25,65,29,3
2021/3/26,69,36,4
2021/3/27,70,30,1
2021/3/28,73,35,2
2021/3/29,93,30,3
2021/3/30,96,36,6
2021/3/31,93,38,8
2020/12/18,40,19,5
2020/12/19,33,20,5
2020/12/20,31,14,3
2020/12/21,35,10,1
2020/12/22,42,11,4
2020/12/23,48,12,5
2020/12/24,58,15,7
2020/12/25,46,18,8
2020/12/26,43,21,7
2020/12/27,50,21,6
2020/12/28,41,15,5
2020/12/29,48,17,6
2020/12/30,43,17,7
2020/12/31,44,22,3
2021/1/1,43,15,4
2021/1/2,48,16,4
2021/1/3,54,22,6
2020/7/1,22,10,2
2020/7/2,44,11,1
2020/7/3,27,9,1
2020/7/4,20,11,1
2020/7/5,21,18,1
2020/7/6,27,15,2
2020/7/7,20,14,2
2020/7/8,22,12,2
2020/7/9,25,14,3
2020/7/10,23,12,2
2020/7/11,22,12,2
2020/7/12,21,11,3
2020/7/13,21,10,2
2020/7/14,24,14,2
2020/7/15,23,13,2
2020/7/16,20,10,1
2020/7/17,21,11,2
2020/7/18,24,9,2
2020/7/19,66,17,3
2020/7/20,23,6,2
2020/7/21,24,13,2
2020/7/22,22,13,1
2020/7/23,27,22,4
2020/7/24,28,23,2
2020/7/25,31,19,2
2020/7/26,29,17,2
2020/7/27,18,11,1
2020/7/28,25,8,3
2020/7/29,27,12,3
2020/7/30,26,13,3
2020/7/31,24,13,2
2020/8/1,27,3,4
2020/8/2,18,3,3
2020/8/3,17,5,3
2020/8/4,19,7,2
2020/8/5,29,13,3
2020/8/6,30,13,2
2020/8/7,21,11, 
2020/8/8,23,13,1
2020/8/9,31,12,3
2020/8/10,26,11,1
2020/8/11,26,13,1
2020/8/12,63,10,2
2020/8/13,42,7,2
2020/8/14,24,5,2
2020/8/15,27,11,1
2020/8/16,33,9,3
2020/8/17,30,6,2
2020/8/18,33,11,2
2020/8/19,31,8,2
2020/8/20,26,6,3
2020/8/21,20,5,1
2020/8/22,17,6,1
2020/8/23,26,5,1
2020/8/24,35,11,2
2020/8/25,28,13,2
2020/8/26,25,6,2
2020/8/27,29,14,2
2020/8/28,25,12, 
2020/8/29,25,16,2
2020/8/30,34,15,3
2020/8/31,30,8,4
2020/9/1,35, ,2
2020/9/2,38,13,3
2020/9/3,37,15,3
2020/9/4,34,16,2
2020/9/5,30,16,2
2020/9/6,28,10,2
2020/9/7,27,9,2
2020/9/8,18,11,1
2020/9/9,37,12,2
2020/9/10,62, ,1
2020/9/11,20,12,1
2020/9/12,24,12,1
2020/9/13,32,12,1
2020/9/14,23,10,1
2020/9/15,28,13,2
2020/9/16,26,14,1
2020/9/17,26,6,2
2020/9/18,21,7,1
2020/9/19,14,6,1
2020/9/20,19,7,2
2020/9/21,23,10,2
2020/9/22,24,9,1
2020/9/23, , , 
2020/9/25, , , 
2020/4/1,88,32,6
2020/4/2,88,31,6
2020/4/3,104,32,7
2020/4/4,115,30,6
2020/4/5,105,31,5
2020/4/6,83,26,5
2020/4/7,89,34,7
2020/4/8,81,26,7
2020/4/9,70,26,5
2020/4/10,80,33,7
2020/4/11,83,32,5
2020/4/12,71,27,5
2020/4/13,53,29, 
2020/4/14,63,26, 
2020/4/15,61,30,7
2020/4/16,63,29,6
2020/4/17,68,28,4
2020/4/18,69,29,4
2020/4/19,70,33,5
2020/4/20,71,36,4
2020/4/21,66,29,4
2020/4/22,61,27,3
2020/4/23,59,21,2
2020/4/24,50,21,2
2020/4/25,36,21,1
2020/4/26,22,16,2
2020/4/27,24,19,2
2020/4/28,22,14,2
2020/4/29,28,20,2
2020/4/30,32,14,1
2020/5/1,26,21, 
2020/5/2,24,16,1
2020/5/3,31,18,1
2020/5/4,37,18,3
2020/5/5,45,26,1
2020/5/6,48,30,2
2020/5/7,41,25,3
2020/5/8,44,22,1
2020/5/9,36,23,1
2020/5/10,41,26,2
2020/5/11,32,24,1
2020/5/12,39,27,3
2020/5/13,34,25,3
2020/5/14,35,27,3
2020/5/15,37,29,2
2020/5/16,46,25,3
2020/5/17,44,24,2
2020/5/18,32,13,2
2020/5/19,34,15,1
2020/5/20,34,16,1
2020/5/21,53,27,3
2020/5/22,61,27,3
2020/5/23,66,25,2
2020/5/24,65,25,3
2020/5/25,59,25,3
2020/5/26,50,20,3
2020/5/27,36,17,3
2020/5/28,27,21,3
2020/5/29,25,17,1
2020/5/30,24,18,2
2020/5/31,33,16,4
2020/6/1,31,18,2
2020/6/2,33,22,2
2020/6/3,32,18,2
2020/6/4,27,16,3
2020/6/5,29,17,2
2020/6/6,22,12,1
2020/6/7,20,11,1
2020/6/8,18,14,1
2020/6/9,20,14,2
2020/6/10,27,16,3
2020/6/11,24,18,3
2020/6/12,21,10,1
2020/6/13,21,10,2
2020/6/14,59,19,5
2020/6/15,22,13,2
2020/6/16,21,8,2
2020/6/17,21,7,3
2020/6/18,26,10,3
2020/6/19,24,14,1
2020/6/20,22,13,1
2020/6/21,24,19,2
2020/6/22,22,10,2
2020/6/23,25,12,3
2020/6/24,24,10,2
2020/6/25,23,8,2
2020/6/26,18,10,1
2020/6/27,20,12,1
2020/6/28,23,15,3
2020/6/29,23,12,2
2020/6/30,21,7,3
2020/1/1,33,16,8
2020/1/2,39,20,9
2020/1/3,46,22,11
2020/1/4,64,23,11
2020/1/5,52,19,11
2020/1/6,46,17,10
2020/1/7,62,27,11
2020/1/8,65,26,12
2020/1/9,65,22,15
2020/1/10,53,16,11
2020/1/11,56,20,13
2020/1/12,81,24,16
2020/1/13,59,22,14
2020/1/14,52,22,14
2020/1/15,45,19,11
2020/1/16,50,18,13
2020/1/17,58,23,16
2020/1/18,57,23,12
2020/1/19,68,23,15
2020/1/20,76,25,15
2020/1/21,73,22,13
2020/1/22,56,21,15
2020/1/23,59,19,15
2020/1/24,55,24,12
2020/1/25,65,25,15
2020/1/26,65,27,17
2020/1/27,67,25,18
2020/1/28,63,23,15
2020/1/29,70,25,16
2020/1/30,75,24,17
2020/1/31,67,24,15
2020/2/1,58,21,10
2020/2/2,62,21,14
2020/2/3,67,24,15
2020/2/4,61,21,14
2020/2/5,63,25,16
2020/2/6,74,23,15
2020/2/7,61,27,16
