date, pm10, o3, no2
2019/8/20,28,9,4
2019/8/21,30,11,4
2019/8/22,33,9,4
2019/8/23,26,8,4
2019/8/24,23,10,3
2019/8/25,31,7,4
2019/8/26,28,9,4
2019/8/27,33,12,5
2019/8/28,23,13,3
2019/8/29,19,5,4
2019/8/30,22,8,3
2019/8/31,24,10,3
2019/9/1,24,46,2
2019/9/2,29,11,2
2019/9/3,27,8,3
2019/9/4,22,7,2
2019/9/5,24,8,3
2019/9/6,26,9,3
2019/9/7,22,8,2
2019/9/8,27,9,3
2019/9/9,26,8,2
2019/9/10,19,7,2
2019/9/11,28,11,3
2019/9/12,24,12,3
2019/9/13,35,11,5
2019/9/14,34,12,5
2019/9/15,37,13,6
2019/9/16,40,14,6
2019/9/17,35,17,4
2019/9/18,25,14,3
2019/9/19,21,10,4
2019/9/20,24,10,4
2019/9/21,33,17,4
2019/9/22,45,19,5
2019/9/23,55,19,7
2019/9/24,58,20,8
2019/9/25,58,19,8
2019/9/26,59,19,8
2019/9/27,53,21,7
2019/9/28,62,21,6
2019/9/29,66,22,9
2019/9/30,67,22,8
2019/4/1,50,20,8
2019/4/2,39,22,7
2019/4/3,59,24,8
2019/4/4,48,22,8
2019/4/5,49,22,8
2019/4/6,40,22,4
2019/4/7,49,21,8
2019/4/8,55,28,8
2019/4/9,56,26,8
2019/4/10,91,25,7
2019/4/11,57,28,5
2019/4/12,48,26,3
2019/4/13,44,23,3
2019/4/14,36,18,2
2019/4/15,43,20,4
2019/4/16,45,20,5
2019/4/17,49,23,5
2019/4/18,55,24,7
2019/4/19,58,28,8
2019/4/20,62,25,6
2019/4/21,54,21,4
2019/4/22,30,22,7
2019/4/23,50,24,10
2019/4/24,53,32,8
2019/4/25,58,27,7
2019/4/26,47,26,6
2019/4/27,42,20,4
2019/4/28,35,18,4
2019/4/29,41,23,5
2019/4/30,42,23,7
2019/5/1,44,23,8
2019/5/2,36,19,5
2019/5/3,34,19,4
2019/5/4,37,22,6
2019/5/5,56,22,6
2019/5/6,62,21,7
2019/5/7,51,19,6
2019/5/8,49,21,7
2019/5/9,78,13,6
2019/5/15,48,17,6
2019/5/16,57,18,6
2019/5/17,59,22,6
2019/5/18,49,17,5
2019/5/19,53,19,4
2019/5/20,48,19,6
2019/5/21,27,15,5
2019/5/22,28,15,5
2019/5/23,43,14,6
2019/5/24,42,18,6
2019/5/25,40,15,5
2019/5/26,43,18,6
2019/5/27,34,16,4
2019/5/28,24,15,4
2019/5/29,26,13,4
2019/5/30,29,13,5
2019/5/31,27,10,4
2019/6/1,21,12,4
2019/6/2,31,12,5
2019/6/3,30,13,4
2019/6/4,36,16,4
2019/6/5,29,14,4
2019/6/6,47,15,5
2019/6/7,42,19,5
2019/6/8,25,12,3
2019/6/9,24,10,3
2019/6/10,28,13,4
2019/6/11,30,12,4
2019/6/12,32,13,3
2019/6/13,32,13,4
2019/6/14,27,13,3
2019/6/15,25,13,3
2019/6/16,30,10,3
2019/6/17,24,12,2
2019/6/18,28,13,3
2019/6/19,24,11,5
2019/6/20,29,12,4
2019/6/21,36,14,4
2019/6/22,45,18,4
2019/6/23,39,11,5
2019/6/24,34,11,4
2019/6/25,26,11,3
2019/6/26,26,9,3
2019/6/27,29,10,3
2019/6/28,27,9,2
