DATE,STATION,NAME,rain,temp,pm10,o3,no2,td
7/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.6,29.5,40,15,7,7.5
7/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,30.7,46,15,7,7.3
7/31/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,51,17,8,7.5
8/1/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,40,14,9,6.9
8/2/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.4,39,5,10,7.1
8/3/2017,TH000048455,"BANGKOK METROPOLIS, TH",6.1,29.3,34,7,8,8.45270936
8/4/2017,TH000048455,"BANGKOK METROPOLIS, TH",9.4,29.6,29,6,7,8.45270936
8/5/2017,TH000048455,"BANGKOK METROPOLIS, TH",2.3,28.9,30,6,8,5.7
8/6/2017,TH000048455,"BANGKOK METROPOLIS, TH",1,28.5,26,7,9,8.45270936
8/7/2017,TH000048455,"BANGKOK METROPOLIS, TH",2.5,28.8,27,7,10,7.1
8/8/2017,TH000048455,"BANGKOK METROPOLIS, TH",8.1,29,28,12,10,6.8
8/9/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.2,28,13,10,8.8
8/10/2017,TH000048455,"BANGKOK METROPOLIS, TH",12.4,30.2,26,9,8,8.45270936
8/11/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.5,30.6,19,19,7,9.6
8/12/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,31.7,19,22,7,10.6
8/13/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.8,27,20,9,10.7
8/14/2017,TH000048455,"BANGKOK METROPOLIS, TH",7.1,30.6,22,9,8,8.45270936
8/15/2017,TH000048455,"BANGKOK METROPOLIS, TH",2.5,30.7,24,6,9,6.4
8/16/2017,TH000048455,"BANGKOK METROPOLIS, TH",49.3,28.2,19,4,8,8.45270936
8/17/2017,TH000048455,"BANGKOK METROPOLIS, TH",65,26.7,31,13,11,8.45270936
8/18/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.5,29.1,39,11,8,8.45270936
8/19/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.8,29.1,20,7,6,8.45270936
8/20/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,29,16,13,6,8.45270936
8/21/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,29.5,23,16,5,7.2
8/22/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,27,16,6,8.45270936
8/23/2017,TH000048455,"BANGKOK METROPOLIS, TH",30.5,28.5,23,10,8,8.45270936
8/24/2017,TH000048455,"BANGKOK METROPOLIS, TH",15.5,28.5,19,10,8,8.45270936
8/25/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,29.2,25,9,9,8.45270936
8/26/2017,TH000048455,"BANGKOK METROPOLIS, TH",122.9,28.4,22,9,7,8.45270936
8/27/2017,TH000048455,"BANGKOK METROPOLIS, TH",24.4,28,26,13,8,8.45270936
8/28/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.6,27.9,38,4,13,8.2
8/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",3,27.3,40,14,9,4.9
8/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.1,29.6,28,15,10,8.45270936
8/31/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,30,19,8,8.2
9/1/2017,TH000048455,"BANGKOK METROPOLIS, TH",1,30.6,32,9,8,8.45270936
9/2/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.7,29.8,24,9,6,7.4
9/3/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,22,13,7,8.6
9/4/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,23,7,8,8.4
9/5/2017,TH000048455,"BANGKOK METROPOLIS, TH",56.4,29.3,13,1,6,7.2
9/6/2017,TH000048455,"BANGKOK METROPOLIS, TH",79.8,28.4,38.65825778,19.48403626,14.52718676,9.7
9/7/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.9,29.4,38.65825778,19.48403626,14.52718676,8.3
9/8/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.8,30.7,19,7,7,8.45270936
9/9/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,31.3,31,4,16,7.7
9/10/2017,TH000048455,"BANGKOK METROPOLIS, TH",22.6,28.8,43,6,16,8.45270936
9/11/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.8,30.3,43,7,26,8.45270936
9/12/2017,TH000048455,"BANGKOK METROPOLIS, TH",4.6,30.2,43,6,26,6.2
9/13/2017,TH000048455,"BANGKOK METROPOLIS, TH",22.6,28.2,35,18,12,8.45270936
9/14/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,30,17,12,8.45270936
9/15/2017,TH000048455,"BANGKOK METROPOLIS, TH",46.2,29.1,23,6,9,8.45270936
9/16/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.5,29.3,16,4,7,8.45270936
9/17/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.5,28.2,25,9,9,8.45270936
9/18/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.8,29.5,29,12,10,7.7
9/19/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,30.9,38,7,15,7.9
9/20/2017,TH000048455,"BANGKOK METROPOLIS, TH",10.4,28.1,49,30,18,8.45270936
9/21/2017,TH000048455,"BANGKOK METROPOLIS, TH",51.3,29.6,36,10,20,8.45270936
9/22/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.8,27.6,35,9,18,8
9/23/2017,TH000048455,"BANGKOK METROPOLIS, TH",47.5,26.6,31,13,13,8.45270936
9/24/2017,TH000048455,"BANGKOK METROPOLIS, TH",2,28.2,26,10,10,9.3
9/25/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.8,28.8,21,8,9,6.3
9/26/2017,TH000048455,"BANGKOK METROPOLIS, TH",20.1,28.9,28,19,15,8.45270936
9/27/2017,TH000048455,"BANGKOK METROPOLIS, TH",13.5,29.7,25,15,11,8.5
9/28/2017,TH000048455,"BANGKOK METROPOLIS, TH",24.4,29.4,30,13,13,8.45270936
9/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.6,29.2,44,15,19,9.3
9/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.5,29.2,44,7,19,9.2
10/1/2017,TH000048455,"BANGKOK METROPOLIS, TH",12.2,27.8,34,3,16,8.45270936
10/2/2017,TH000048455,"BANGKOK METROPOLIS, TH",26.7,26.6,32,5,15,8.45270936
10/3/2017,TH000048455,"BANGKOK METROPOLIS, TH",15.2,25.6,30,6,11,8.45270936
10/4/2017,TH000048455,"BANGKOK METROPOLIS, TH",12.2,26.8,31,7,12,5.1
10/5/2017,TH000048455,"BANGKOK METROPOLIS, TH",18.8,27.4,40,7,12,6.7
10/6/2017,TH000048455,"BANGKOK METROPOLIS, TH",1,28.7,38.65825778,19.48403626,14.52718676,8.45270936
10/7/2017,TH000048455,"BANGKOK METROPOLIS, TH",12.4,27.7,42,13,16,8.45270936
10/8/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,31,16,13,7.6
10/9/2017,TH000048455,"BANGKOK METROPOLIS, TH",13.7,28.9,42,12,19,8.45270936
10/10/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,35,7,14,6.2
10/11/2017,TH000048455,"BANGKOK METROPOLIS, TH",19.6,28.6,53,11,24,8.45270936
10/12/2017,TH000048455,"BANGKOK METROPOLIS, TH",19.1,28.8,62,9,22,8.7
10/13/2017,TH000048455,"BANGKOK METROPOLIS, TH",42.9,27.5,37,12,16,8.45270936
10/14/2017,TH000048455,"BANGKOK METROPOLIS, TH",148.6,27.1,31,10,9,9.6
10/15/2017,TH000048455,"BANGKOK METROPOLIS, TH",2.3,29.1,28,10,11,8.4
10/16/2017,TH000048455,"BANGKOK METROPOLIS, TH",49,28.9,35,9,12,8
10/17/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,35,5,17,8.6
10/18/2017,TH000048455,"BANGKOK METROPOLIS, TH",14.2,26.9,32,7,13,8.45270936
10/19/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.3,28.8,26,11,11,7.7
10/20/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,48,10,16,8.7
10/21/2017,TH000048455,"BANGKOK METROPOLIS, TH",110.2,27.6,33,16,14,8.45270936
10/22/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.1,28.6,22,16,10,9.9
10/23/2017,TH000048455,"BANGKOK METROPOLIS, TH",34,29.4,23,14,15,9.4
10/24/2017,TH000048455,"BANGKOK METROPOLIS, TH",24.9,27.1,35,17,17,8.45270936
10/25/2017,TH000048455,"BANGKOK METROPOLIS, TH",5.3,27.6,45,21,19,6.6
10/26/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,28.6,50,21,25,8.3
10/27/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,51,23,14,9.7
10/28/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.1,57,22,11,8.5
10/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,59,25,11,7.9
10/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,58,28,15,8.45270936
10/31/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,61,21,18,6.8
11/1/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27,58,24,19,5
11/2/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,59,27,19,6.8
11/3/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,67,28,19,8.8
11/4/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,53,22,9,9.5
11/5/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.3,25.8,63,20,17,8.45270936
11/6/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,26,52,24,14,6.3
11/7/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,52,17,20,9
11/8/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,44,18,18,4
11/9/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,44,14,16,7.9
11/10/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,35,6,13,6.9
11/11/2017,TH000048455,"BANGKOK METROPOLIS, TH",7.9,26.8,37,18,13,8.45270936
11/12/2017,TH000048455,"BANGKOK METROPOLIS, TH",1.8,29.3,47,18,17,10.1
11/13/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,28.5,48,18,21,6.4
11/14/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,43,17,21,6.6
11/15/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,34,8,15,7.8
11/16/2017,TH000048455,"BANGKOK METROPOLIS, TH",2.8,28.8,52,10,21,8.6
11/17/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,66,17,24,7.7
11/18/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,49,13,19,8.7
11/19/2017,TH000048455,"BANGKOK METROPOLIS, TH",7.1,28.4,29,8,15,8.45270936
11/20/2017,TH000048455,"BANGKOK METROPOLIS, TH",27.7,26.6,27,11,12,6.4
11/21/2017,TH000048455,"BANGKOK METROPOLIS, TH",23.9,28.2,34,15,16,7.1
11/22/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,28.7,28,17,15,7.6
11/23/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,33,20,14,6.1
11/24/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,47,23,21,8.45270936
11/25/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,46,24,18,8.45270936
11/26/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,43,19,20,8.5
11/27/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,46,18,18,6.9
11/28/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,37,20,17,6.9
11/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,39,19,20,8.45270936
11/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,45,18,18,8.45270936
12/1/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,45,23,20,8.45270936
12/2/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,39,23,20,8
12/3/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,39,24,17,8.45270936
12/4/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,34,16,12,8.45270936
12/5/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,48,24,17,8.45270936
12/6/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,52,25,18,8
12/7/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.4,54,23,18,7.4
12/8/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,40,26,13,7.3
12/9/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.6,62,35,24,7
12/10/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,76,32,31,10.1
12/11/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.1,58,19,18,10.3
12/12/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,50,17,19,6.6
12/13/2017,TH000048455,"BANGKOK METROPOLIS, TH",4.3,28.5,48,14,19,6.5
12/14/2017,TH000048455,"BANGKOK METROPOLIS, TH",30.2,27.7,59,20,21,8.45270936
12/15/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.3,28.3,50,21,14,6.6
12/16/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,26,22,7,8.45270936
12/17/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.6,50,26,11,8.45270936
12/18/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,22.9,63,25,15,8.45270936
12/19/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,20.9,71,25,20,8.45270936
12/20/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,20.9,70,25,21,8.6
12/21/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,22.2,72,27,21,8.45270936
12/22/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.8,75,36,24,10.6
12/23/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.2,70,31,19,11.7
12/24/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,50,20,18,10.8
12/25/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.1,69,14,19,6.3
12/26/2017,TH000048455,"BANGKOK METROPOLIS, TH",7.9,22.2,45,9,17,8.45270936
12/27/2017,TH000048455,"BANGKOK METROPOLIS, TH",8.9,20.9,30,12,13,2.7
12/28/2017,TH000048455,"BANGKOK METROPOLIS, TH",0.8,23.6,33,21,12,6.6
12/29/2017,TH000048455,"BANGKOK METROPOLIS, TH",0,26.4,33,23,14,9
12/30/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,34,18,13,7.5
12/31/2017,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.1,35,22,12,8.45270936
1/1/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.7,43,25,13,8.2
1/2/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.4,56,21,19,8.6
1/3/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.8,63,27,20,8.45270936
1/4/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,70,34,26,9.1
1/5/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,66,28,23,8.45270936
1/6/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,29,11,10,7.5
1/7/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28,27,9,11,8.45270936
1/8/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,34,14,15,8.4
1/9/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,23,8,12,8.3
1/10/2018,TH000048455,"BANGKOK METROPOLIS, TH",56.9,24.8,58,11,18,8.45270936
1/11/2018,TH000048455,"BANGKOK METROPOLIS, TH",15.5,24.6,59,18,19,6.4
1/12/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,23.6,65,19,21,8.45270936
1/13/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,23.2,65,23,20,8.8
1/14/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.8,75,22,23,8.45270936
1/15/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.4,82,28,31,8.9
1/16/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27,96,35,32,10.3
1/17/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,78,25,25,9.9
1/18/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.2,77,23,26,8.45270936
1/19/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,74,21,22,11
1/20/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,89,25,32,8.45270936
1/21/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,93,23,31,8.4
1/22/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,79,19,28,8.45270936
1/23/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,75,9,23,8.2
1/24/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.9,27.8,49,8,14,8.45270936
1/25/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.3,33,11,12,6.6
1/26/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.5,28,7,9,8.45270936
1/27/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,29,6,9,6.1
1/28/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.6,32,9,10,8.45270936
1/29/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,31,10,9,7.7
1/30/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,31,7,11,8
1/31/2018,TH000048455,"BANGKOK METROPOLIS, TH",62.2,27.3,52,24,13,8.45270936
2/1/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.7,64,23,15,6.5
2/2/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.9,70,15,18,6.1
2/3/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.6,73,29,17,8.45270936
2/4/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.8,74,29,18,8.45270936
2/5/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.6,69,30,15,8.45270936
2/6/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,24.7,88,38,26,8.45270936
2/7/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,25.9,85,34,23,8.45270936
2/8/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,26.8,67,22,15,8.45270936
2/9/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.3,62,23,13,8.45270936
2/10/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,63,20,16,8.45270936
2/11/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28,71,26,14,8.45270936
2/12/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.9,66,30,16,8.45270936
2/13/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,27.1,89,40,37,8.45270936
2/14/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28,75,31,19,8.45270936
2/15/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.7,63,17,14,8.45270936
2/16/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,60,14,13,8.45270936
2/17/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.9,55,16,7,8.45270936
2/18/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29,51,9,10,8.45270936
2/19/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.4,26,7,7,8.45270936
2/20/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,28.8,34,9,8,8.45270936
2/21/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,43,13,8,8.45270936
2/22/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,44,14,15,8.45270936
2/23/2018,TH000048455,"BANGKOK METROPOLIS, TH",18.5,27.4,58,20,19,8.45270936
2/24/2018,TH000048455,"BANGKOK METROPOLIS, TH",0.8,28.3,58,17,20,8.45270936
2/25/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,28.3,57,23,16,8.45270936
2/26/2018,TH000048455,"BANGKOK METROPOLIS, TH",6.9,28.8,49,13,15,8.45270936
2/27/2018,TH000048455,"BANGKOK METROPOLIS, TH",20.6,27.2,60,22,19,8.45270936
2/28/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,28.9,45,15,9,8.45270936
3/1/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.3,41,11,8,8.45270936
3/2/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,29,10,7,8.45270936
3/3/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,27,11,7,8.45270936
3/4/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,28,12,8,8.45270936
3/5/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,29,14,9,8.45270936
3/6/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,31,9,8,8.45270936
3/7/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,44,13,12,8.45270936
3/8/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30,42,7,12,8.45270936
3/9/2018,TH000048455,"BANGKOK METROPOLIS, TH",50.3,25.2,65,17,20,8.45270936
3/10/2018,TH000048455,"BANGKOK METROPOLIS, TH",50,26.6,75,31,21,8.45270936
3/11/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,28.4,89,29,26,8.45270936
3/12/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.1,58,20,12,8.45270936
3/13/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,48,13,9,8.45270936
3/14/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.6,42,13,9,8.45270936
3/15/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,42,10,9,8.45270936
3/16/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,30,12,7,8.45270936
3/17/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.5,24,11,6,8.45270936
3/18/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,26,10,7,7.1
3/19/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.6,37,19,9,7.2
3/20/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,41,14,12,8.2
3/21/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,48,19,15,8.45270936
3/22/2018,TH000048455,"BANGKOK METROPOLIS, TH",0.5,28.6,60,24,14,7.2
3/23/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,67,26,18,6.4
3/24/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.2,58,19,12,8.45270936
3/25/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.8,56,15,10,9
3/26/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,58,18,17,8.7
3/27/2018,TH000048455,"BANGKOK METROPOLIS, TH",6.1,28.1,51,13,9,7.3
3/28/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,29.9,46,12,9,8.7
3/29/2018,TH000048455,"BANGKOK METROPOLIS, TH",19.3,29.3,54,13,9,7.7
3/30/2018,TH000048455,"BANGKOK METROPOLIS, TH",13.2,30.1,52,9,13,8.45270936
3/31/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,29.7,60,11,17,8.45270936
4/1/2018,TH000048455,"BANGKOK METROPOLIS, TH",0.5,27.7,58,16,17,8.45270936
4/2/2018,TH000048455,"BANGKOK METROPOLIS, TH",5.6,27.8,55,30,17,8.45270936
4/3/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.9,47,14,10,8.45270936
4/4/2018,TH000048455,"BANGKOK METROPOLIS, TH",24.4,29.4,55,16,11,9
4/5/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,29.6,60,28,13,8.1
4/6/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.7,30,15,9,8.45270936
4/7/2018,TH000048455,"BANGKOK METROPOLIS, TH",44.2,24.4,45,25,14,8.45270936
4/8/2018,TH000048455,"BANGKOK METROPOLIS, TH",2.3,26.3,69,28,22,8.45270936
4/9/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,29.1,73,39,24,11.2
4/10/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,48,23,9,11.5
4/11/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,36,16,6,8.45270936
4/12/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,31,14,5,7.4
4/13/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.8,30,14,4,7.3
4/14/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.1,29,14,5,8.45270936
4/15/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.7,36,27,8,8.45270936
4/16/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.2,28,11,11,8.45270936
4/17/2018,TH000048455,"BANGKOK METROPOLIS, TH",35.1,26.2,44,37,16,8.45270936
4/18/2018,TH000048455,"BANGKOK METROPOLIS, TH",24.1,29.6,33,22,10,8.45270936
4/19/2018,TH000048455,"BANGKOK METROPOLIS, TH",0,30.1,33,13,7,8.45270936
4/20/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.3,34,15,7,8.45270936
4/21/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,29,13,5,8.45270936
4/22/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31,42,28,9,8.2
4/23/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.4,36,14,7,8.45270936
4/24/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,31.3,45,14,10,8.45270936
4/25/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,30.9,38,10,11,8.45270936
4/26/2018,TH000048455,"BANGKOK METROPOLIS, TH",11.59554764,29.2,36,22,16,8.45270936
4/27/2018,TH000048455,"BANGKOK METROPOLIS, TH",31,28,27,4,17,8.45270936
4/28/2018,TH000048455,"BANGKOK METROPOLIS, TH",74.4,24.4,36,16,12,8.45270936
