DATE,STATION,NAME,pm10,o3,no2,rain,temp
1/1/2014,TH000048400,"NAKHON SAWAN, TH",93,75,27,7.234567901,21.9
1/2/2014,TH000048400,"NAKHON SAWAN, TH",92,78,29,7.234567901,22.5
1/3/2014,TH000048400,"NAKHON SAWAN, TH",96,15,26,7.234567901,24.4
1/4/2014,TH000048400,"NAKHON SAWAN, TH",99,65,25,7.234567901,24.7
1/5/2014,TH000048400,"NAKHON SAWAN, TH",89,67,29,7.234567901,24.8
1/6/2014,TH000048400,"NAKHON SAWAN, TH",87,78,27,7.234567901,25.7
1/7/2014,TH000048400,"NAKHON SAWAN, TH",104,83,21,7.234567901,26.4
1/8/2014,TH000048400,"NAKHON SAWAN, TH",104,53,21,7.234567901,26.4
1/9/2014,TH000048400,"NAKHON SAWAN, TH",99,48,21,7.234567901,25.8
1/10/2014,TH000048400,"NAKHON SAWAN, TH",80,61,22,7.234567901,25.1
1/11/2014,TH000048400,"NAKHON SAWAN, TH",68,52,20,7.234567901,24.7
1/12/2014,TH000048400,"NAKHON SAWAN, TH",70,49,20,7.234567901,24.6
1/13/2014,TH000048400,"NAKHON SAWAN, TH",65,57,16,7.234567901,23.9
1/14/2014,TH000048400,"NAKHON SAWAN, TH",62,60,16,7.234567901,22.3
1/15/2014,TH000048400,"NAKHON SAWAN, TH",61,64,16,7.234567901,21.1
1/16/2014,TH000048400,"NAKHON SAWAN, TH",66,58,22,7.234567901,20.8
1/17/2014,TH000048400,"NAKHON SAWAN, TH",79,57,17,7.234567901,21.9
1/18/2014,TH000048400,"NAKHON SAWAN, TH",70,77,12,7.234567901,22.1
1/19/2014,TH000048400,"NAKHON SAWAN, TH",65,78,16,7.234567901,20.5
1/20/2014,TH000048400,"NAKHON SAWAN, TH",89,57,12,7.234567901,21.6
1/21/2014,TH000048400,"NAKHON SAWAN, TH",87,25.80661157,8.012112403,7.234567901,20.7
1/22/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,76,26,7.234567901,19.1
1/23/2014,TH000048400,"NAKHON SAWAN, TH",98,92,31,7.234567901,18.3
1/24/2014,TH000048400,"NAKHON SAWAN, TH",99,18,25,7.234567901,19.4
1/25/2014,TH000048400,"NAKHON SAWAN, TH",129,95,17,7.234567901,20.8
1/26/2014,TH000048400,"NAKHON SAWAN, TH",121,19,33,7.234567901,22.4
1/27/2014,TH000048400,"NAKHON SAWAN, TH",100,55,28,7.234567901,23.8
1/28/2014,TH000048400,"NAKHON SAWAN, TH",89,62,28,7.234567901,24.6
1/29/2014,TH000048400,"NAKHON SAWAN, TH",81,44,26,7.234567901,25.2
1/30/2014,TH000048400,"NAKHON SAWAN, TH",78,68,23,7.234567901,25.3
1/31/2014,TH000048400,"NAKHON SAWAN, TH",73,78,22,7.234567901,25.3
2/1/2014,TH000048400,"NAKHON SAWAN, TH",79,81,24,7.234567901,25.1
2/2/2014,TH000048400,"NAKHON SAWAN, TH",81,75,19,7.234567901,27.3
2/3/2014,TH000048400,"NAKHON SAWAN, TH",83,66,23,7.234567901,27.6
2/4/2014,TH000048400,"NAKHON SAWAN, TH",80,56,15,7.234567901,28.1
2/5/2014,TH000048400,"NAKHON SAWAN, TH",74,53,13,7.234567901,28.5
2/6/2014,TH000048400,"NAKHON SAWAN, TH",63,54,15,7.234567901,28.4
2/7/2014,TH000048400,"NAKHON SAWAN, TH",63,59,12,7.234567901,28.1
2/8/2014,TH000048400,"NAKHON SAWAN, TH",60,64,15,7.234567901,28.4
2/9/2014,TH000048400,"NAKHON SAWAN, TH",61,96,19,7.234567901,27.3
2/10/2014,TH000048400,"NAKHON SAWAN, TH",68,25.80661157,8.012112403,7.234567901,26.3
2/11/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,7.234567901,28.1
2/12/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,41,13,7.234567901,28.2
2/13/2014,TH000048400,"NAKHON SAWAN, TH",54,25.80661157,8.012112403,7.234567901,28.4
2/14/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,39,20,7.234567901,28.5
2/15/2014,TH000048400,"NAKHON SAWAN, TH",69,72,13,7.234567901,29.3
2/16/2014,TH000048400,"NAKHON SAWAN, TH",56,61,9,7.234567901,29
2/17/2014,TH000048400,"NAKHON SAWAN, TH",56,60,11,7.234567901,29.1
2/18/2014,TH000048400,"NAKHON SAWAN, TH",58,58,15,7.234567901,29.3
2/19/2014,TH000048400,"NAKHON SAWAN, TH",66,56,13,7.234567901,29.2
2/20/2014,TH000048400,"NAKHON SAWAN, TH",75,76,16,7.234567901,24.6
2/21/2014,TH000048400,"NAKHON SAWAN, TH",69,93,20,7.234567901,26.1
2/22/2014,TH000048400,"NAKHON SAWAN, TH",83,88,18,7.234567901,28
2/23/2014,TH000048400,"NAKHON SAWAN, TH",79,76,13,7.234567901,29.4
2/24/2014,TH000048400,"NAKHON SAWAN, TH",65,61,12,7.234567901,29.8
2/25/2014,TH000048400,"NAKHON SAWAN, TH",64,72,14,7.234567901,29.4
2/26/2014,TH000048400,"NAKHON SAWAN, TH",63,71,9,7.234567901,29.6
2/27/2014,TH000048400,"NAKHON SAWAN, TH",59,67,11,7.234567901,29.6
2/28/2014,TH000048400,"NAKHON SAWAN, TH",59,70,12,7.234567901,29.7
3/1/2014,TH000048400,"NAKHON SAWAN, TH",58,77,12,7.234567901,29.8
3/2/2014,TH000048400,"NAKHON SAWAN, TH",60,73,15,7.234567901,30.3
3/3/2014,TH000048400,"NAKHON SAWAN, TH",64,61,17,7.234567901,30.3
3/4/2014,TH000048400,"NAKHON SAWAN, TH",73,69,16,7.234567901,30.2
3/5/2014,TH000048400,"NAKHON SAWAN, TH",66,72,13,7.234567901,30
3/6/2014,TH000048400,"NAKHON SAWAN, TH",73,72,11,7.234567901,30.3
3/7/2014,TH000048400,"NAKHON SAWAN, TH",62,66,16,7.234567901,29.7
3/8/2014,TH000048400,"NAKHON SAWAN, TH",64,70,14,7.234567901,29.5
3/9/2014,TH000048400,"NAKHON SAWAN, TH",69,75,11,7.234567901,30
3/10/2014,TH000048400,"NAKHON SAWAN, TH",76,69,12,7.234567901,29.9
3/11/2014,TH000048400,"NAKHON SAWAN, TH",63,25.80661157,8.012112403,7.234567901,30.9
3/12/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,84,16,7.234567901,31
3/13/2014,TH000048400,"NAKHON SAWAN, TH",66,88,12,7.234567901,31.2
3/14/2014,TH000048400,"NAKHON SAWAN, TH",79,66,11,7.234567901,31.9
3/15/2014,TH000048400,"NAKHON SAWAN, TH",65,43,15,7.234567901,31.5
3/16/2014,TH000048400,"NAKHON SAWAN, TH",68,25.80661157,8.012112403,0,31.3
3/17/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,22.9,28.6
3/18/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0,30.9
3/19/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,73,15,7.234567901,31.4
3/20/2014,TH000048400,"NAKHON SAWAN, TH",62,76,9,7.234567901,31.7
3/21/2014,TH000048400,"NAKHON SAWAN, TH",66,44,5,7.234567901,30.8
3/22/2014,TH000048400,"NAKHON SAWAN, TH",61,76,13,0,28.2
3/23/2014,TH000048400,"NAKHON SAWAN, TH",48,81,14,0,29
3/24/2014,TH000048400,"NAKHON SAWAN, TH",60,66,15,7.234567901,30.7
3/25/2014,TH000048400,"NAKHON SAWAN, TH",66,69,14,1.5,29.4
3/26/2014,TH000048400,"NAKHON SAWAN, TH",58,79,9,7.234567901,32.1
3/27/2014,TH000048400,"NAKHON SAWAN, TH",62,80,11,7.234567901,32.6
3/28/2014,TH000048400,"NAKHON SAWAN, TH",59,91,9,7.234567901,32.2
3/29/2014,TH000048400,"NAKHON SAWAN, TH",59,68,7,7.234567901,31.8
3/30/2014,TH000048400,"NAKHON SAWAN, TH",58,64,11,7.234567901,32.4
3/31/2014,TH000048400,"NAKHON SAWAN, TH",48,81,13,7.234567901,32.9
4/1/2014,TH000048400,"NAKHON SAWAN, TH",55,127,10,7.234567901,32.7
4/2/2014,TH000048400,"NAKHON SAWAN, TH",58,50,8,7.234567901,32.4
4/3/2014,TH000048400,"NAKHON SAWAN, TH",63,33,9,7.234567901,31.8
4/4/2014,TH000048400,"NAKHON SAWAN, TH",61,50,9,64.5,26.9
4/5/2014,TH000048400,"NAKHON SAWAN, TH",43,49,12,7.234567901,28.4
4/6/2014,TH000048400,"NAKHON SAWAN, TH",49,54,11,7.234567901,30.3
4/7/2014,TH000048400,"NAKHON SAWAN, TH",65,69,12,7.234567901,31.2
4/8/2014,TH000048400,"NAKHON SAWAN, TH",65,57,14,7.234567901,31.4
4/9/2014,TH000048400,"NAKHON SAWAN, TH",76,58,11,7.234567901,32.1
4/10/2014,TH000048400,"NAKHON SAWAN, TH",79,53,12,7.234567901,32.6
4/11/2014,TH000048400,"NAKHON SAWAN, TH",77,59,11,7.234567901,31.5
4/12/2014,TH000048400,"NAKHON SAWAN, TH",69,70,10,7.234567901,29.6
4/13/2014,TH000048400,"NAKHON SAWAN, TH",51,68,10,7.234567901,30.6
4/14/2014,TH000048400,"NAKHON SAWAN, TH",53,25.80661157,8.012112403,85.6,28.4
4/15/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,53,1,1.8,28.6
4/16/2014,TH000048400,"NAKHON SAWAN, TH",31,45,7,0,29.8
4/17/2014,TH000048400,"NAKHON SAWAN, TH",37,43,10,7.234567901,31.6
4/18/2014,TH000048400,"NAKHON SAWAN, TH",52,54,10,7.234567901,32.7
4/19/2014,TH000048400,"NAKHON SAWAN, TH",57,51,10,7.234567901,32.6
4/20/2014,TH000048400,"NAKHON SAWAN, TH",55,39,12,7.234567901,32.7
4/21/2014,TH000048400,"NAKHON SAWAN, TH",52,36,14,7.234567901,32.4
4/22/2014,TH000048400,"NAKHON SAWAN, TH",50,25,9,7.234567901,33.2
4/23/2014,TH000048400,"NAKHON SAWAN, TH",51,24,8,1.5,31.8
4/24/2014,TH000048400,"NAKHON SAWAN, TH",46,25,14,4.3,30.1
4/25/2014,TH000048400,"NAKHON SAWAN, TH",38,26,11,7.234567901,31.5
4/26/2014,TH000048400,"NAKHON SAWAN, TH",45,55,12,7.234567901,33.3
4/27/2014,TH000048400,"NAKHON SAWAN, TH",49,52,10,7.234567901,33.1
4/28/2014,TH000048400,"NAKHON SAWAN, TH",46,76,8,8.6,31.5
4/29/2014,TH000048400,"NAKHON SAWAN, TH",34,25.80661157,8.012112403,3.3,29.4
4/30/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,45,14,40.6,29.4
5/1/2014,TH000048400,"NAKHON SAWAN, TH",41,47,13,24.4,29.9
5/2/2014,TH000048400,"NAKHON SAWAN, TH",35,39,12,7.234567901,30.2
5/3/2014,TH000048400,"NAKHON SAWAN, TH",51,59,16,0,28.3
5/4/2014,TH000048400,"NAKHON SAWAN, TH",40,56,11,7.234567901,30.9
5/5/2014,TH000048400,"NAKHON SAWAN, TH",42,63,12,7.234567901,31.8
5/6/2014,TH000048400,"NAKHON SAWAN, TH",36,60,7,10.9,29.3
5/7/2014,TH000048400,"NAKHON SAWAN, TH",26,48,12,0.8,29.3
5/8/2014,TH000048400,"NAKHON SAWAN, TH",30,39,8,0,31.3
5/9/2014,TH000048400,"NAKHON SAWAN, TH",29,33,10,1,31.1
5/10/2014,TH000048400,"NAKHON SAWAN, TH",52,41,7,4.3,31.1
5/11/2014,TH000048400,"NAKHON SAWAN, TH",37,41,11,7.234567901,30.4
5/12/2014,TH000048400,"NAKHON SAWAN, TH",20,43,8,7.234567901,32
5/13/2014,TH000048400,"NAKHON SAWAN, TH",24,52,16,9.9,30.3
5/14/2014,TH000048400,"NAKHON SAWAN, TH",27,45,11,4.1,31.2
5/15/2014,TH000048400,"NAKHON SAWAN, TH",32,42,15,0,31.6
5/16/2014,TH000048400,"NAKHON SAWAN, TH",31,51,10,7.234567901,32.4
5/17/2014,TH000048400,"NAKHON SAWAN, TH",38,43,8,7.234567901,32.7
5/18/2014,TH000048400,"NAKHON SAWAN, TH",35,39,9,28.4,29.2
5/19/2014,TH000048400,"NAKHON SAWAN, TH",22,32,8,20.8,29.1
5/20/2014,TH000048400,"NAKHON SAWAN, TH",19,32,10,0,30.6
5/21/2014,TH000048400,"NAKHON SAWAN, TH",20,28,9,7.234567901,31.2
5/22/2014,TH000048400,"NAKHON SAWAN, TH",25,32,7,7.234567901,30.8
5/23/2014,TH000048400,"NAKHON SAWAN, TH",25,37,11,7.234567901,31.1
5/24/2014,TH000048400,"NAKHON SAWAN, TH",29,37,10,7.234567901,32.2
5/25/2014,TH000048400,"NAKHON SAWAN, TH",39,65,13,7.234567901,32.9
5/26/2014,TH000048400,"NAKHON SAWAN, TH",42,49,13,7.234567901,30.7
5/27/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,34,9,8.6,30.4
5/28/2014,TH000048400,"NAKHON SAWAN, TH",27,36,10,0.3,29.7
5/29/2014,TH000048400,"NAKHON SAWAN, TH",26,33,10,0,29.8
5/30/2014,TH000048400,"NAKHON SAWAN, TH",21,36,12,7.234567901,30.8
5/31/2014,TH000048400,"NAKHON SAWAN, TH",29,37,7,2.3,30.9
6/1/2014,TH000048400,"NAKHON SAWAN, TH",29,32,10,19.3,29.3
6/2/2014,TH000048400,"NAKHON SAWAN, TH",21,39,8,7.234567901,30.3
6/3/2014,TH000048400,"NAKHON SAWAN, TH",21,34,12,1.5,31.3
6/4/2014,TH000048400,"NAKHON SAWAN, TH",20,32,8,7.234567901,31.7
6/5/2014,TH000048400,"NAKHON SAWAN, TH",21,25,8,17,30.6
6/6/2014,TH000048400,"NAKHON SAWAN, TH",20,26,7,7.234567901,30.5
6/7/2014,TH000048400,"NAKHON SAWAN, TH",20,28,5,7.234567901,30
6/8/2014,TH000048400,"NAKHON SAWAN, TH",17,19,7,6.6,29.5
6/9/2014,TH000048400,"NAKHON SAWAN, TH",17,23,7,5.6,30.2
6/10/2014,TH000048400,"NAKHON SAWAN, TH",19,24,8,7.234567901,31.2
6/11/2014,TH000048400,"NAKHON SAWAN, TH",18,31,7,54.9,29.4
6/12/2014,TH000048400,"NAKHON SAWAN, TH",26,39,8,0.5,29.8
6/13/2014,TH000048400,"NAKHON SAWAN, TH",31,28,7,7.234567901,30.1
6/14/2014,TH000048400,"NAKHON SAWAN, TH",33,25.80661157,8.012112403,5.3,28.9
6/15/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,37,6,0,29.4
6/16/2014,TH000048400,"NAKHON SAWAN, TH",28,37,7,1,29.5
6/17/2014,TH000048400,"NAKHON SAWAN, TH",26,26,6,0.5,29.8
6/18/2014,TH000048400,"NAKHON SAWAN, TH",26,31,6,0,30.4
6/19/2014,TH000048400,"NAKHON SAWAN, TH",26,24,10,7.234567901,30.3
6/20/2014,TH000048400,"NAKHON SAWAN, TH",54,23,7,10.4,29.4
6/21/2014,TH000048400,"NAKHON SAWAN, TH",57,23,7,0.5,30.3
6/22/2014,TH000048400,"NAKHON SAWAN, TH",48,25,7,7.234567901,30.6
6/23/2014,TH000048400,"NAKHON SAWAN, TH",37,27,8,7.234567901,30.3
6/24/2014,TH000048400,"NAKHON SAWAN, TH",30,31,7,0,29.7
6/25/2014,TH000048400,"NAKHON SAWAN, TH",36,33,8,8.6,28.4
6/26/2014,TH000048400,"NAKHON SAWAN, TH",31,29,12,0,27.9
6/27/2014,TH000048400,"NAKHON SAWAN, TH",34,38,8,0,30.7
6/28/2014,TH000048400,"NAKHON SAWAN, TH",40,25.80661157,8.012112403,0.5,30.2
6/29/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,29,12,28.4,29
6/30/2014,TH000048400,"NAKHON SAWAN, TH",33,31,8,7.234567901,28.7
7/1/2014,TH000048400,"NAKHON SAWAN, TH",34,30,7,0.5,28.6
7/2/2014,TH000048400,"NAKHON SAWAN, TH",26,31,7,0,30.9
7/3/2014,TH000048400,"NAKHON SAWAN, TH",25,45,7,7.234567901,30.8
7/4/2014,TH000048400,"NAKHON SAWAN, TH",26,28,7,3.6,29.6
7/5/2014,TH000048400,"NAKHON SAWAN, TH",26,26,9,1.3,30.8
7/6/2014,TH000048400,"NAKHON SAWAN, TH",31,24,6,0,31.1
7/7/2014,TH000048400,"NAKHON SAWAN, TH",27,19,6,7.234567901,30.7
7/8/2014,TH000048400,"NAKHON SAWAN, TH",29,19,4,1.5,30.1
7/9/2014,TH000048400,"NAKHON SAWAN, TH",24,20,4,0,29.9
7/10/2014,TH000048400,"NAKHON SAWAN, TH",15,25.80661157,8.012112403,5.6,28.7
7/11/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,22,4,7.234567901,30.8
7/12/2014,TH000048400,"NAKHON SAWAN, TH",21,23,5,7.234567901,30.9
7/13/2014,TH000048400,"NAKHON SAWAN, TH",23,21,5,10.4,28.7
7/14/2014,TH000048400,"NAKHON SAWAN, TH",15,21,6,2.5,28.1
7/15/2014,TH000048400,"NAKHON SAWAN, TH",21,26,7,12.7,28.1
7/16/2014,TH000048400,"NAKHON SAWAN, TH",26,23,7,1.8,27.8
7/17/2014,TH000048400,"NAKHON SAWAN, TH",27,16,4,11.2,28.6
7/18/2014,TH000048400,"NAKHON SAWAN, TH",25,15,4,0.3,29.4
7/19/2014,TH000048400,"NAKHON SAWAN, TH",26,20,4,1.8,27.8
7/20/2014,TH000048400,"NAKHON SAWAN, TH",29,17,6,3.3,27.9
7/21/2014,TH000048400,"NAKHON SAWAN, TH",36,17,9,0.5,28.8
7/22/2014,TH000048400,"NAKHON SAWAN, TH",37,16,5,2.8,29.1
7/23/2014,TH000048400,"NAKHON SAWAN, TH",46,24,6,7.234567901,29.7
7/24/2014,TH000048400,"NAKHON SAWAN, TH",30,25.80661157,8.012112403,0.8,29.5
7/25/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,14,2,7.234567901,29.2
7/26/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,20,5,7.234567901,29.3
7/27/2014,TH000048400,"NAKHON SAWAN, TH",23,17,6,7.234567901,27.9
7/28/2014,TH000048400,"NAKHON SAWAN, TH",31,20,6,0.3,28.1
7/29/2014,TH000048400,"NAKHON SAWAN, TH",37,23,5,8.9,29.9
7/30/2014,TH000048400,"NAKHON SAWAN, TH",34,18,5,31.5,27.8
7/31/2014,TH000048400,"NAKHON SAWAN, TH",38,18,5,0.3,29.4
8/1/2014,TH000048400,"NAKHON SAWAN, TH",34,17,7,2,29.2
8/2/2014,TH000048400,"NAKHON SAWAN, TH",36,17,5,1.5,28.8
8/3/2014,TH000048400,"NAKHON SAWAN, TH",35,18,4,7.234567901,29.4
8/4/2014,TH000048400,"NAKHON SAWAN, TH",35,26,7,10.9,28.8
8/5/2014,TH000048400,"NAKHON SAWAN, TH",26,29,8,0.5,28.9
8/6/2014,TH000048400,"NAKHON SAWAN, TH",37,29,6,9.4,27.3
8/7/2014,TH000048400,"NAKHON SAWAN, TH",27,28,5,2.8,27.8
8/8/2014,TH000048400,"NAKHON SAWAN, TH",20,21,7,2.5,27.9
8/9/2014,TH000048400,"NAKHON SAWAN, TH",20,31,7,1,28.8
8/10/2014,TH000048400,"NAKHON SAWAN, TH",23,27,5,0,29.4
8/11/2014,TH000048400,"NAKHON SAWAN, TH",24,24,5,10.2,29
8/12/2014,TH000048400,"NAKHON SAWAN, TH",20,23,7,0.8,29.6
8/13/2014,TH000048400,"NAKHON SAWAN, TH",22,28,7,0.5,29.7
8/14/2014,TH000048400,"NAKHON SAWAN, TH",31,35,9,3.8,28.4
8/15/2014,TH000048400,"NAKHON SAWAN, TH",29,26,5,0.3,28.7
8/16/2014,TH000048400,"NAKHON SAWAN, TH",28,13,7,3.3,27.9
8/17/2014,TH000048400,"NAKHON SAWAN, TH",20,21,5,0,30.6
8/18/2014,TH000048400,"NAKHON SAWAN, TH",31,37,9,7.234567901,29.9
8/19/2014,TH000048400,"NAKHON SAWAN, TH",25,25.80661157,8.012112403,3.3,28.2
8/20/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,29,7,133.9,26.8
8/21/2014,TH000048400,"NAKHON SAWAN, TH",22,34,8,3.3,28.1
8/22/2014,TH000048400,"NAKHON SAWAN, TH",23,38,10,0.8,28.3
8/23/2014,TH000048400,"NAKHON SAWAN, TH",29,35,6,0.5,27.9
8/24/2014,TH000048400,"NAKHON SAWAN, TH",29,33,7,0,29
8/25/2014,TH000048400,"NAKHON SAWAN, TH",23,31,9,0,29.6
8/26/2014,TH000048400,"NAKHON SAWAN, TH",26,34,9,0,28.4
8/27/2014,TH000048400,"NAKHON SAWAN, TH",35,40,6,0,27.8
8/28/2014,TH000048400,"NAKHON SAWAN, TH",32,27,8,0.8,27.5
8/29/2014,TH000048400,"NAKHON SAWAN, TH",25,21,7,0.3,27.7
8/30/2014,TH000048400,"NAKHON SAWAN, TH",24,23,7,20.3,26.6
8/31/2014,TH000048400,"NAKHON SAWAN, TH",21,25,5,7.6,26.9
9/1/2014,TH000048400,"NAKHON SAWAN, TH",18,15,3,8.1,27.8
9/2/2014,TH000048400,"NAKHON SAWAN, TH",15,19,10,36.6,26.8
9/3/2014,TH000048400,"NAKHON SAWAN, TH",36,24,8,3.3,27
9/4/2014,TH000048400,"NAKHON SAWAN, TH",29,24,7,8.6,27.3
9/5/2014,TH000048400,"NAKHON SAWAN, TH",32,29,6,3.6,27.6
9/6/2014,TH000048400,"NAKHON SAWAN, TH",34,33,5,0.5,28.3
9/7/2014,TH000048400,"NAKHON SAWAN, TH",25,37,6,9.1,27.9
9/8/2014,TH000048400,"NAKHON SAWAN, TH",23,35,9,3,28.9
9/9/2014,TH000048400,"NAKHON SAWAN, TH",29,35,10,0,29.2
9/10/2014,TH000048400,"NAKHON SAWAN, TH",31,41,8,0.5,28.8
9/11/2014,TH000048400,"NAKHON SAWAN, TH",35,37,6,10.4,27.9
9/12/2014,TH000048400,"NAKHON SAWAN, TH",28,33,7,3.3,28.4
9/13/2014,TH000048400,"NAKHON SAWAN, TH",28,33,7,0,29.1
9/14/2014,TH000048400,"NAKHON SAWAN, TH",29,36,5,0.8,28.4
9/15/2014,TH000048400,"NAKHON SAWAN, TH",26,26,10,7.234567901,29.2
9/16/2014,TH000048400,"NAKHON SAWAN, TH",26,25,5,7.234567901,29.3
9/17/2014,TH000048400,"NAKHON SAWAN, TH",24,31,5,7.234567901,29.8
9/18/2014,TH000048400,"NAKHON SAWAN, TH",19,32,11,0.3,28.5
9/19/2014,TH000048400,"NAKHON SAWAN, TH",26,31,9,7.234567901,29.3
9/20/2014,TH000048400,"NAKHON SAWAN, TH",32,31,7,7.234567901,30.2
9/21/2014,TH000048400,"NAKHON SAWAN, TH",30,27,6,7.234567901,29.9
9/22/2014,TH000048400,"NAKHON SAWAN, TH",30,38,9,4.3,28.3
9/23/2014,TH000048400,"NAKHON SAWAN, TH",38,32,8,0.5,29.5
9/24/2014,TH000048400,"NAKHON SAWAN, TH",36,26,10,1.5,27.8
9/25/2014,TH000048400,"NAKHON SAWAN, TH",26,29,9,17.5,26.7
9/26/2014,TH000048400,"NAKHON SAWAN, TH",29,39,6,17,28
9/27/2014,TH000048400,"NAKHON SAWAN, TH",27,28,3,0,29.5
9/28/2014,TH000048400,"NAKHON SAWAN, TH",27,46,12,7.234567901,29.6
9/29/2014,TH000048400,"NAKHON SAWAN, TH",34,36,6,13.5,27.4
9/30/2014,TH000048400,"NAKHON SAWAN, TH",31,34,9,0.5,27.8
10/1/2014,TH000048400,"NAKHON SAWAN, TH",27,34,4,4.3,28.3
10/2/2014,TH000048400,"NAKHON SAWAN, TH",26,41,13,0.5,27
10/3/2014,TH000048400,"NAKHON SAWAN, TH",33,48,14,7.234567901,28.5
10/4/2014,TH000048400,"NAKHON SAWAN, TH",44,25.80661157,8.012112403,7.234567901,29.3
10/5/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,29,4,8.6,28.6
10/6/2014,TH000048400,"NAKHON SAWAN, TH",34,51,17,11.2,27.1
10/7/2014,TH000048400,"NAKHON SAWAN, TH",47,48,11,0,27.4
10/8/2014,TH000048400,"NAKHON SAWAN, TH",61,35,6,3,27.3
10/9/2014,TH000048400,"NAKHON SAWAN, TH",46,34,8,0.3,27.3
10/10/2014,TH000048400,"NAKHON SAWAN, TH",26,33,6,26.9,28.4
10/11/2014,TH000048400,"NAKHON SAWAN, TH",24,41,11,2.3,27.4
10/12/2014,TH000048400,"NAKHON SAWAN, TH",31,47,15,0.3,27.2
10/13/2014,TH000048400,"NAKHON SAWAN, TH",64,54,15,0,28
10/14/2014,TH000048400,"NAKHON SAWAN, TH",66,52,17,7.234567901,27.9
10/15/2014,TH000048400,"NAKHON SAWAN, TH",67,52,18,7.234567901,27.1
10/16/2014,TH000048400,"NAKHON SAWAN, TH",71,43,16,7.234567901,27.2
10/17/2014,TH000048400,"NAKHON SAWAN, TH",69,45,13,0,28.2
10/18/2014,TH000048400,"NAKHON SAWAN, TH",56,36,11,0,28.3
10/19/2014,TH000048400,"NAKHON SAWAN, TH",50,31,7,7.234567901,28.7
10/20/2014,TH000048400,"NAKHON SAWAN, TH",41,29,5,35.8,27.2
10/21/2014,TH000048400,"NAKHON SAWAN, TH",23,33,5,0,27.1
10/22/2014,TH000048400,"NAKHON SAWAN, TH",18,30,3,0,28
10/23/2014,TH000048400,"NAKHON SAWAN, TH",18,23,5,0,27.2
10/24/2014,TH000048400,"NAKHON SAWAN, TH",20,34,7,3.3,26.9
10/25/2014,TH000048400,"NAKHON SAWAN, TH",21,12,19,0.3,28.2
10/26/2014,TH000048400,"NAKHON SAWAN, TH",28,25.80661157,8.012112403,1.3,28.1
10/27/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,18,18,7.234567901,29.1
10/28/2014,TH000048400,"NAKHON SAWAN, TH",43,27,8,7.234567901,28.9
10/29/2014,TH000048400,"NAKHON SAWAN, TH",37,30,10,3.3,27.8
10/30/2014,TH000048400,"NAKHON SAWAN, TH",29,32,9,17,27.5
10/31/2014,TH000048400,"NAKHON SAWAN, TH",31,29,10,1.8,29
11/1/2014,TH000048400,"NAKHON SAWAN, TH",35,27,11,0,29.3
11/2/2014,TH000048400,"NAKHON SAWAN, TH",28,30,10,7.234567901,29.4
11/3/2014,TH000048400,"NAKHON SAWAN, TH",31,34,10,7.234567901,28.3
11/4/2014,TH000048400,"NAKHON SAWAN, TH",33,27,7,0.5,27.4
11/5/2014,TH000048400,"NAKHON SAWAN, TH",26,35,11,9.9,26.8
11/6/2014,TH000048400,"NAKHON SAWAN, TH",30,37,8,2,27.8
11/7/2014,TH000048400,"NAKHON SAWAN, TH",60,39,5,7.234567901,28.3
11/8/2014,TH000048400,"NAKHON SAWAN, TH",197,25.80661157,8.012112403,7.234567901,29.1
11/9/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,39,10,7.234567901,28
11/10/2014,TH000048400,"NAKHON SAWAN, TH",59,37,12,7.234567901,28.6
11/11/2014,TH000048400,"NAKHON SAWAN, TH",32,35,14,7.234567901,29.1
11/12/2014,TH000048400,"NAKHON SAWAN, TH",28,36,12,7.234567901,29
11/13/2014,TH000048400,"NAKHON SAWAN, TH",30,38,12,7.234567901,28.6
11/14/2014,TH000048400,"NAKHON SAWAN, TH",46.40890183,45,15,7.234567901,27.5
11/15/2014,TH000048400,"NAKHON SAWAN, TH",22,40,16,7.234567901,27.2
11/16/2014,TH000048400,"NAKHON SAWAN, TH",37,37,16,7.234567901,27.8
11/17/2014,TH000048400,"NAKHON SAWAN, TH",39,44,14,7.234567901,27.7
11/18/2014,TH000048400,"NAKHON SAWAN, TH",37,45,14,7.234567901,26.6
