DATE,STATION,NAME,pm10,o3,no2,rain,temp
12/2/2018,TH000048400,"NAKHON SAWAN, TH",60,17,9,7.234567901,29.1
12/3/2018,TH000048400,"NAKHON SAWAN, TH",65,17,9,7.234567901,29.7
12/4/2018,TH000048400,"NAKHON SAWAN, TH",67,18,8.012112403,7.234567901,29.3
12/5/2018,TH000048400,"NAKHON SAWAN, TH",76,22,8.012112403,7.234567901,29.2
12/6/2018,TH000048400,"NAKHON SAWAN, TH",70,16,8.012112403,7.234567901,29.1
12/7/2018,TH000048400,"NAKHON SAWAN, TH",45,7,8.012112403,7.234567901,29.3
12/8/2018,TH000048400,"NAKHON SAWAN, TH",38,11,8.012112403,8.1,25.4
12/9/2018,TH000048400,"NAKHON SAWAN, TH",37,15,8.012112403,0.5,26.3
12/10/2018,TH000048400,"NAKHON SAWAN, TH",50,17,8.012112403,0.3,27.4
12/11/2018,TH000048400,"NAKHON SAWAN, TH",41,13,8.012112403,0,28
12/12/2018,TH000048400,"NAKHON SAWAN, TH",47,19,9,7.234567901,27.8
12/13/2018,TH000048400,"NAKHON SAWAN, TH",56,17,8,7.234567901,26.6
12/14/2018,TH000048400,"NAKHON SAWAN, TH",55,21,7,7.234567901,26.2
12/15/2018,TH000048400,"NAKHON SAWAN, TH",56,19,6,7.234567901,27.4
12/16/2018,TH000048400,"NAKHON SAWAN, TH",60,17,9,7.234567901,28.1
12/17/2018,TH000048400,"NAKHON SAWAN, TH",60,17,10,7.234567901,26.8
12/18/2018,TH000048400,"NAKHON SAWAN, TH",70,22,13,7.234567901,26.3
12/19/2018,TH000048400,"NAKHON SAWAN, TH",78,25,14,7.234567901,27.2
12/20/2018,TH000048400,"NAKHON SAWAN, TH",82,21,13,7.234567901,28.3
12/21/2018,TH000048400,"NAKHON SAWAN, TH",57,18,4,7.234567901,29.3
12/22/2018,TH000048400,"NAKHON SAWAN, TH",58,18,6,7.234567901,30
12/23/2018,TH000048400,"NAKHON SAWAN, TH",69,17,8,7.234567901,28.5
12/24/2018,TH000048400,"NAKHON SAWAN, TH",75,19,12,7.234567901,27
12/25/2018,TH000048400,"NAKHON SAWAN, TH",66,14,11,7.234567901,26.2
12/26/2018,TH000048400,"NAKHON SAWAN, TH",75,19,12,7.234567901,25.8
12/27/2018,TH000048400,"NAKHON SAWAN, TH",81,18,9,7.234567901,25.8
12/28/2018,TH000048400,"NAKHON SAWAN, TH",32,7,3,0,28
12/29/2018,TH000048400,"NAKHON SAWAN, TH",31,11,4,7.1,24
12/30/2018,TH000048400,"NAKHON SAWAN, TH",46.40890183,25.80661157,8.012112403,0.5,24.1
12/31/2018,TH000048400,"NAKHON SAWAN, TH",38,16,6,7.234567901,25.4
1/1/2019,TH000048400,"NAKHON SAWAN, TH",47,17,7,7.234567901,24.8
1/2/2019,TH000048400,"NAKHON SAWAN, TH",60,17,8,7.234567901,24.7
1/3/2019,TH000048400,"NAKHON SAWAN, TH",58,17,6,7.234567901,25.4
1/4/2019,TH000048400,"NAKHON SAWAN, TH",75,11,8,7.234567901,25.6
1/5/2019,TH000048400,"NAKHON SAWAN, TH",69,14,6,7.234567901,24.7
1/6/2019,TH000048400,"NAKHON SAWAN, TH",63,13,9,0,26.2
1/7/2019,TH000048400,"NAKHON SAWAN, TH",77,17,9,0,27.7
1/8/2019,TH000048400,"NAKHON SAWAN, TH",56,18,6,7.234567901,27.3
1/9/2019,TH000048400,"NAKHON SAWAN, TH",68,15,10,7.234567901,27.2
1/10/2019,TH000048400,"NAKHON SAWAN, TH",81,21,10,7.234567901,27.9
1/11/2019,TH000048400,"NAKHON SAWAN, TH",78,20,9,7.234567901,28.4
1/12/2019,TH000048400,"NAKHON SAWAN, TH",76,20,8,7.234567901,28.6
1/13/2019,TH000048400,"NAKHON SAWAN, TH",74,15,12,7.234567901,28.5
1/14/2019,TH000048400,"NAKHON SAWAN, TH",75,15,11,7.234567901,29.1
1/15/2019,TH000048400,"NAKHON SAWAN, TH",72,16,9,7.234567901,28.8
1/16/2019,TH000048400,"NAKHON SAWAN, TH",70,15,10,7.234567901,28.1
1/17/2019,TH000048400,"NAKHON SAWAN, TH",57,15,8,7.234567901,27.1
1/18/2019,TH000048400,"NAKHON SAWAN, TH",64,21,8,7.234567901,26.6
1/19/2019,TH000048400,"NAKHON SAWAN, TH",71,22,10,7.234567901,27.8
1/20/2019,TH000048400,"NAKHON SAWAN, TH",110,15,14,7.234567901,28
1/21/2019,TH000048400,"NAKHON SAWAN, TH",76,17,12,7.234567901,28.4
1/22/2019,TH000048400,"NAKHON SAWAN, TH",75,21,14,7.234567901,27.1
1/23/2019,TH000048400,"NAKHON SAWAN, TH",85,25,15,7.234567901,26.3
1/24/2019,TH000048400,"NAKHON SAWAN, TH",86,25,16,7.234567901,27.1
1/25/2019,TH000048400,"NAKHON SAWAN, TH",229,17,14,7.234567901,27.1
1/26/2019,TH000048400,"NAKHON SAWAN, TH",64,19,8,7.234567901,26.2
1/27/2019,TH000048400,"NAKHON SAWAN, TH",73,20,13,7.234567901,25.4
1/28/2019,TH000048400,"NAKHON SAWAN, TH",77,21,14,7.234567901,25.2
1/29/2019,TH000048400,"NAKHON SAWAN, TH",81,24,15,7.234567901,25.8
1/30/2019,TH000048400,"NAKHON SAWAN, TH",82,23,13,7.234567901,26.7
1/31/2019,TH000048400,"NAKHON SAWAN, TH",76,18,13,7.234567901,28
2/1/2019,TH000048400,"NAKHON SAWAN, TH",72,20,14,7.234567901,28
2/2/2019,TH000048400,"NAKHON SAWAN, TH",72,25,12,7.234567901,28.5
2/3/2019,TH000048400,"NAKHON SAWAN, TH",81,25,14,7.234567901,29
2/4/2019,TH000048400,"NAKHON SAWAN, TH",88,22,12,7.234567901,28.2
2/5/2019,TH000048400,"NAKHON SAWAN, TH",66,17,6,7.234567901,28.9
2/6/2019,TH000048400,"NAKHON SAWAN, TH",94,11,8,7.234567901,30.5
2/7/2019,TH000048400,"NAKHON SAWAN, TH",68,20,12,7.234567901,29.9
2/8/2019,TH000048400,"NAKHON SAWAN, TH",70,23,15,7.234567901,29.3
2/9/2019,TH000048400,"NAKHON SAWAN, TH",67,15,16,7.234567901,29.3
2/10/2019,TH000048400,"NAKHON SAWAN, TH",64,16,4,7.234567901,30.1
2/11/2019,TH000048400,"NAKHON SAWAN, TH",43,14,1,7.234567901,29.8
2/12/2019,TH000048400,"NAKHON SAWAN, TH",60,24,2,41.7,26.5
2/13/2019,TH000048400,"NAKHON SAWAN, TH",71,20,3,41.4,29.1
2/14/2019,TH000048400,"NAKHON SAWAN, TH",62,17,2,0,29.9
2/15/2019,TH000048400,"NAKHON SAWAN, TH",59,20,2,7.234567901,29.9
2/16/2019,TH000048400,"NAKHON SAWAN, TH",54,17,2,7.234567901,29.6
2/17/2019,TH000048400,"NAKHON SAWAN, TH",49,17,6,7.234567901,28
2/18/2019,TH000048400,"NAKHON SAWAN, TH",47,17,6,7.234567901,29.6
2/19/2019,TH000048400,"NAKHON SAWAN, TH",53,18,8,7.234567901,29.6
2/20/2019,TH000048400,"NAKHON SAWAN, TH",62,23,10,7.234567901,29.8
2/21/2019,TH000048400,"NAKHON SAWAN, TH",62,21,9,7.234567901,30.1
2/22/2019,TH000048400,"NAKHON SAWAN, TH",59,21,9,7.234567901,30.9
2/23/2019,TH000048400,"NAKHON SAWAN, TH",61,21,8,7.234567901,30.8
2/24/2019,TH000048400,"NAKHON SAWAN, TH",55,18,5,7.234567901,30.6
2/25/2019,TH000048400,"NAKHON SAWAN, TH",56,17,6,7.234567901,30.8
2/26/2019,TH000048400,"NAKHON SAWAN, TH",59,19,7,7.234567901,30.4
2/27/2019,TH000048400,"NAKHON SAWAN, TH",68,21,8,7.234567901,30.8
2/28/2019,TH000048400,"NAKHON SAWAN, TH",63,21,9,7.234567901,31.2
3/1/2019,TH000048400,"NAKHON SAWAN, TH",64,21,7,7.234567901,31.2
3/2/2019,TH000048400,"NAKHON SAWAN, TH",61,22,8,7.234567901,31.6
3/3/2019,TH000048400,"NAKHON SAWAN, TH",59,24,6,7.234567901,30.7
3/4/2019,TH000048400,"NAKHON SAWAN, TH",55,22,7,7.234567901,31.3
3/5/2019,TH000048400,"NAKHON SAWAN, TH",56,20,9,7.234567901,30.4
3/6/2019,TH000048400,"NAKHON SAWAN, TH",67,24,9,7.234567901,31.3
3/7/2019,TH000048400,"NAKHON SAWAN, TH",69,25,8,7.234567901,30.6
3/8/2019,TH000048400,"NAKHON SAWAN, TH",58,23,6,7.234567901,31.2
3/9/2019,TH000048400,"NAKHON SAWAN, TH",63,25,8,7.234567901,30.9
3/10/2019,TH000048400,"NAKHON SAWAN, TH",68,28,11,7.234567901,30.8
3/11/2019,TH000048400,"NAKHON SAWAN, TH",80,30,15,7.234567901,29.7
3/12/2019,TH000048400,"NAKHON SAWAN, TH",81,27,13,7.234567901,31.1
3/13/2019,TH000048400,"NAKHON SAWAN, TH",74,24,6,7.234567901,30.8
3/14/2019,TH000048400,"NAKHON SAWAN, TH",65,21,18,7.234567901,31.2
3/15/2019,TH000048400,"NAKHON SAWAN, TH",76,24,8,7.234567901,31.2
3/16/2019,TH000048400,"NAKHON SAWAN, TH",77,25,9,7.234567901,30.5
3/17/2019,TH000048400,"NAKHON SAWAN, TH",70,24,8,7.234567901,32.2
3/18/2019,TH000048400,"NAKHON SAWAN, TH",63,26,7,0,32.1
3/19/2019,TH000048400,"NAKHON SAWAN, TH",63,25,8,0,31.7
3/20/2019,TH000048400,"NAKHON SAWAN, TH",58,22,9,7.234567901,32.1
3/21/2019,TH000048400,"NAKHON SAWAN, TH",66,28,9,7.234567901,31.9
3/22/2019,TH000048400,"NAKHON SAWAN, TH",72,23,11,7.234567901,32.4
3/23/2019,TH000048400,"NAKHON SAWAN, TH",71,26,7,7.234567901,32.9
3/24/2019,TH000048400,"NAKHON SAWAN, TH",60,20,6,7.234567901,32.6
3/25/2019,TH000048400,"NAKHON SAWAN, TH",56,24,8,7.234567901,30.3
3/26/2019,TH000048400,"NAKHON SAWAN, TH",54,22,7,0.3,31.3
3/27/2019,TH000048400,"NAKHON SAWAN, TH",51,21,7,7.234567901,33
3/28/2019,TH000048400,"NAKHON SAWAN, TH",55,28,8,7.234567901,33.2
3/29/2019,TH000048400,"NAKHON SAWAN, TH",57,29,8,7.234567901,32.8
3/30/2019,TH000048400,"NAKHON SAWAN, TH",60,26,7,7.234567901,32.8
3/31/2019,TH000048400,"NAKHON SAWAN, TH",48,21,6,7.234567901,32.6
4/1/2019,TH000048400,"NAKHON SAWAN, TH",50,20,8,7.234567901,31.8
4/2/2019,TH000048400,"NAKHON SAWAN, TH",39,22,7,0.5,31
4/3/2019,TH000048400,"NAKHON SAWAN, TH",59,24,8,7.234567901,31.5
4/4/2019,TH000048400,"NAKHON SAWAN, TH",48,22,8,7.234567901,32.3
4/5/2019,TH000048400,"NAKHON SAWAN, TH",49,22,8,7.234567901,32.7
4/6/2019,TH000048400,"NAKHON SAWAN, TH",40,22,4,7.234567901,32.2
4/7/2019,TH000048400,"NAKHON SAWAN, TH",49,21,8,8.4,30.4
4/8/2019,TH000048400,"NAKHON SAWAN, TH",55,28,8,0.5,31.6
4/9/2019,TH000048400,"NAKHON SAWAN, TH",56,26,8,0,33.3
4/10/2019,TH000048400,"NAKHON SAWAN, TH",91,25,7,7.234567901,33.9
4/11/2019,TH000048400,"NAKHON SAWAN, TH",57,28,5,7.234567901,33.6
4/12/2019,TH000048400,"NAKHON SAWAN, TH",48,26,3,7.234567901,33.7
4/13/2019,TH000048400,"NAKHON SAWAN, TH",44,23,3,7.234567901,33.6
4/14/2019,TH000048400,"NAKHON SAWAN, TH",36,18,2,7.234567901,34.1
4/15/2019,TH000048400,"NAKHON SAWAN, TH",43,20,4,7.234567901,34.1
4/16/2019,TH000048400,"NAKHON SAWAN, TH",45,20,5,7.234567901,34.2
4/17/2019,TH000048400,"NAKHON SAWAN, TH",49,23,5,7.234567901,34.8
4/18/2019,TH000048400,"NAKHON SAWAN, TH",55,24,7,0.8,33.8
4/19/2019,TH000048400,"NAKHON SAWAN, TH",58,28,8,7.234567901,34.7
4/20/2019,TH000048400,"NAKHON SAWAN, TH",62,25,6,7.234567901,34.9
4/21/2019,TH000048400,"NAKHON SAWAN, TH",54,21,4,7.234567901,35.1
4/22/2019,TH000048400,"NAKHON SAWAN, TH",30,22,7,0.5,32.5
4/23/2019,TH000048400,"NAKHON SAWAN, TH",50,24,10,0,31.1
4/24/2019,TH000048400,"NAKHON SAWAN, TH",53,32,8,0,34.6
4/25/2019,TH000048400,"NAKHON SAWAN, TH",58,27,7,7.234567901,34.9
4/26/2019,TH000048400,"NAKHON SAWAN, TH",47,26,6,26.9,31.8
4/27/2019,TH000048400,"NAKHON SAWAN, TH",42,20,4,0.8,32.8
4/28/2019,TH000048400,"NAKHON SAWAN, TH",35,18,4,0,33.7
4/29/2019,TH000048400,"NAKHON SAWAN, TH",41,23,5,7.234567901,34.3
4/30/2019,TH000048400,"NAKHON SAWAN, TH",42,23,7,7.234567901,33.6
5/1/2019,TH000048400,"NAKHON SAWAN, TH",44,23,8,7.234567901,34.4
5/2/2019,TH000048400,"NAKHON SAWAN, TH",36,19,5,7.234567901,34.9
5/3/2019,TH000048400,"NAKHON SAWAN, TH",34,19,4,7.234567901,35.7
5/4/2019,TH000048400,"NAKHON SAWAN, TH",37,22,6,0,32.3
5/5/2019,TH000048400,"NAKHON SAWAN, TH",56,22,6,1,32.7
5/6/2019,TH000048400,"NAKHON SAWAN, TH",62,21,7,0,34.3
5/7/2019,TH000048400,"NAKHON SAWAN, TH",51,19,6,0,34.4
5/8/2019,TH000048400,"NAKHON SAWAN, TH",49,21,7,0.8,32.2
5/9/2019,TH000048400,"NAKHON SAWAN, TH",78,13,6,1.8,30.8
5/10/2019,TH000048400,"NAKHON SAWAN, TH",42,19,7,0,29.9
5/11/2019,TH000048400,"NAKHON SAWAN, TH",52,20,4,7.234567901,33.1
5/12/2019,TH000048400,"NAKHON SAWAN, TH",43,20,5,0,30.8
5/13/2019,TH000048400,"NAKHON SAWAN, TH",30,17,5,29.7,29.4
5/14/2019,TH000048400,"NAKHON SAWAN, TH",33,17,6,4.6,27.9
5/15/2019,TH000048400,"NAKHON SAWAN, TH",48,17,6,65.3,28.9
5/16/2019,TH000048400,"NAKHON SAWAN, TH",57,18,6,0.5,30.2
5/17/2019,TH000048400,"NAKHON SAWAN, TH",59,22,6,0,32.6
5/18/2019,TH000048400,"NAKHON SAWAN, TH",49,17,5,7.234567901,33.1
5/19/2019,TH000048400,"NAKHON SAWAN, TH",53,19,4,7.234567901,33.7
5/20/2019,TH000048400,"NAKHON SAWAN, TH",48,19,6,18,32.4
5/21/2019,TH000048400,"NAKHON SAWAN, TH",27,15,5,17.8,31.3
5/22/2019,TH000048400,"NAKHON SAWAN, TH",28,15,5,9.4,28.8
5/23/2019,TH000048400,"NAKHON SAWAN, TH",43,14,6,42.9,28.8
5/24/2019,TH000048400,"NAKHON SAWAN, TH",42,18,6,3,29.3
5/25/2019,TH000048400,"NAKHON SAWAN, TH",40,15,5,0,30.8
5/26/2019,TH000048400,"NAKHON SAWAN, TH",43,18,6,0,31
5/27/2019,TH000048400,"NAKHON SAWAN, TH",34,16,4,0,31.8
5/28/2019,TH000048400,"NAKHON SAWAN, TH",24,15,4,0,30.4
5/29/2019,TH000048400,"NAKHON SAWAN, TH",26,13,4,0.5,29.5
5/30/2019,TH000048400,"NAKHON SAWAN, TH",29,13,5,0,30.2
5/31/2019,TH000048400,"NAKHON SAWAN, TH",27,10,4,38.4,29.5
6/1/2019,TH000048400,"NAKHON SAWAN, TH",21,12,4,31.8,29.1
6/2/2019,TH000048400,"NAKHON SAWAN, TH",31,12,5,11.4,29.1
6/3/2019,TH000048400,"NAKHON SAWAN, TH",30,13,4,5.6,29.9
6/4/2019,TH000048400,"NAKHON SAWAN, TH",36,16,4,1,30.8
6/5/2019,TH000048400,"NAKHON SAWAN, TH",29,14,4,12.7,30.8
6/6/2019,TH000048400,"NAKHON SAWAN, TH",47,15,5,7.234567901,30.3
6/7/2019,TH000048400,"NAKHON SAWAN, TH",42,19,5,6.6,28.9
6/8/2019,TH000048400,"NAKHON SAWAN, TH",25,12,3,11.9,29.8
6/9/2019,TH000048400,"NAKHON SAWAN, TH",24,10,3,0,29.3
6/10/2019,TH000048400,"NAKHON SAWAN, TH",28,13,4,0.3,30
6/11/2019,TH000048400,"NAKHON SAWAN, TH",30,12,4,7.234567901,30.1
6/12/2019,TH000048400,"NAKHON SAWAN, TH",32,13,3,0,30.1
6/13/2019,TH000048400,"NAKHON SAWAN, TH",32,13,4,0,30.9
6/14/2019,TH000048400,"NAKHON SAWAN, TH",27,13,3,0,31.7
6/15/2019,TH000048400,"NAKHON SAWAN, TH",25,13,3,4.8,30.5
6/16/2019,TH000048400,"NAKHON SAWAN, TH",30,10,3,3,29.2
6/17/2019,TH000048400,"NAKHON SAWAN, TH",24,12,2,0.5,29.3
6/18/2019,TH000048400,"NAKHON SAWAN, TH",28,13,3,0,30.1
6/19/2019,TH000048400,"NAKHON SAWAN, TH",24,11,5,0,29.8
6/20/2019,TH000048400,"NAKHON SAWAN, TH",29,12,4,7.234567901,31.2
6/21/2019,TH000048400,"NAKHON SAWAN, TH",36,14,4,7.234567901,31.9
6/22/2019,TH000048400,"NAKHON SAWAN, TH",45,18,4,7.234567901,32.8
6/23/2019,TH000048400,"NAKHON SAWAN, TH",39,11,5,0,31.8
6/24/2019,TH000048400,"NAKHON SAWAN, TH",34,11,4,26.9,27.8
6/25/2019,TH000048400,"NAKHON SAWAN, TH",26,11,3,0,29.7
6/26/2019,TH000048400,"NAKHON SAWAN, TH",26,9,3,11.2,29.7
6/27/2019,TH000048400,"NAKHON SAWAN, TH",29,10,3,0.5,30.2
6/28/2019,TH000048400,"NAKHON SAWAN, TH",27,9,2,10.2,28.8
6/29/2019,TH000048400,"NAKHON SAWAN, TH",25,11,2,0.3,29.4
6/30/2019,TH000048400,"NAKHON SAWAN, TH",38,8,4,0.3,29.1
7/1/2019,TH000048400,"NAKHON SAWAN, TH",39,8,5,2.3,28.5
7/2/2019,TH000048400,"NAKHON SAWAN, TH",19,6,3,1.5,27.7
7/3/2019,TH000048400,"NAKHON SAWAN, TH",34,8,3,18.5,25.1
7/4/2019,TH000048400,"NAKHON SAWAN, TH",31,10,3,0,27.7
7/5/2019,TH000048400,"NAKHON SAWAN, TH",27,10,3,7.234567901,28.4
7/6/2019,TH000048400,"NAKHON SAWAN, TH",29,8,3,7.234567901,29.4
7/7/2019,TH000048400,"NAKHON SAWAN, TH",28,8,3,7.234567901,29.6
7/8/2019,TH000048400,"NAKHON SAWAN, TH",34,8,4,7.234567901,30.8
7/9/2019,TH000048400,"NAKHON SAWAN, TH",34,8,4,0,29.7
7/10/2019,TH000048400,"NAKHON SAWAN, TH",39,9,5,0,29.7
7/11/2019,TH000048400,"NAKHON SAWAN, TH",36,13,4,0,31.1
7/12/2019,TH000048400,"NAKHON SAWAN, TH",38,14,4,16.8,30.6
7/13/2019,TH000048400,"NAKHON SAWAN, TH",19,8,1,7.234567901,30.6
7/14/2019,TH000048400,"NAKHON SAWAN, TH",29,8,4,0,30.3
7/15/2019,TH000048400,"NAKHON SAWAN, TH",25,13,4,7.234567901,29.4
7/16/2019,TH000048400,"NAKHON SAWAN, TH",29,14,4,17.5,30.2
7/17/2019,TH000048400,"NAKHON SAWAN, TH",36,15,5,7.234567901,30.9
7/18/2019,TH000048400,"NAKHON SAWAN, TH",32,11,4,7.234567901,30.5
7/19/2019,TH000048400,"NAKHON SAWAN, TH",32,11,3,7.234567901,31.1
7/20/2019,TH000048400,"NAKHON SAWAN, TH",28,10,3,7.234567901,31.2
7/21/2019,TH000048400,"NAKHON SAWAN, TH",65,11,4,7.234567901,30.5
7/22/2019,TH000048400,"NAKHON SAWAN, TH",34,8,4,0,31.2
7/23/2019,TH000048400,"NAKHON SAWAN, TH",23,8,2,0,31.4
7/24/2019,TH000048400,"NAKHON SAWAN, TH",19,8,3,0,30.7
7/25/2019,TH000048400,"NAKHON SAWAN, TH",30,8,5,10.4,28.4
7/26/2019,TH000048400,"NAKHON SAWAN, TH",31,10,5,1.5,28.3
7/27/2019,TH000048400,"NAKHON SAWAN, TH",38,15,5,0,28.1
7/28/2019,TH000048400,"NAKHON SAWAN, TH",25,11,3,1.8,29.9
7/29/2019,TH000048400,"NAKHON SAWAN, TH",26,13,3,7.234567901,29.7
7/30/2019,TH000048400,"NAKHON SAWAN, TH",24,9,3,7.234567901,30.2
7/31/2019,TH000048400,"NAKHON SAWAN, TH",29,9,4,0.3,29.7
8/1/2019,TH000048400,"NAKHON SAWAN, TH",25,11,3,2.3,27.9
8/2/2019,TH000048400,"NAKHON SAWAN, TH",26,10,3,0,30.1
8/3/2019,TH000048400,"NAKHON SAWAN, TH",22,9,2,0.3,30.1
8/4/2019,TH000048400,"NAKHON SAWAN, TH",30,11,3,0,28.4
8/5/2019,TH000048400,"NAKHON SAWAN, TH",30,9,4,1.5,28
8/6/2019,TH000048400,"NAKHON SAWAN, TH",27,8,4,5.6,28.6
8/7/2019,TH000048400,"NAKHON SAWAN, TH",28,12,5,1,28.7
8/8/2019,TH000048400,"NAKHON SAWAN, TH",22,10,4,0.8,29.3
8/9/2019,TH000048400,"NAKHON SAWAN, TH",29,8,4,39.6,28.2
8/10/2019,TH000048400,"NAKHON SAWAN, TH",24,12,2,1,28.4
8/11/2019,TH000048400,"NAKHON SAWAN, TH",25,11,3,0,28.7
8/12/2019,TH000048400,"NAKHON SAWAN, TH",35,8,4,5.1,28.5
8/13/2019,TH000048400,"NAKHON SAWAN, TH",33,7,5,0.8,28.7
8/14/2019,TH000048400,"NAKHON SAWAN, TH",41,11,5,5.3,27.9
8/15/2019,TH000048400,"NAKHON SAWAN, TH",50,8,5,0.8,29.4
8/16/2019,TH000048400,"NAKHON SAWAN, TH",40,8,4,0.3,29.9
8/17/2019,TH000048400,"NAKHON SAWAN, TH",24,11,3,0,28.7
8/18/2019,TH000048400,"NAKHON SAWAN, TH",25,9,4,4.8,28.7
8/19/2019,TH000048400,"NAKHON SAWAN, TH",25,8,3,13.5,28.2
8/20/2019,TH000048400,"NAKHON SAWAN, TH",28,9,4,50.3,27.9
8/21/2019,TH000048400,"NAKHON SAWAN, TH",30,11,4,2.5,28.8
8/22/2019,TH000048400,"NAKHON SAWAN, TH",33,9,4,11.9,28.4
8/23/2019,TH000048400,"NAKHON SAWAN, TH",26,8,4,11.2,28.1
8/24/2019,TH000048400,"NAKHON SAWAN, TH",23,10,3,4.1,28.1
8/25/2019,TH000048400,"NAKHON SAWAN, TH",31,7,4,6.4,28.2
8/26/2019,TH000048400,"NAKHON SAWAN, TH",28,9,4,0,28.2
8/27/2019,TH000048400,"NAKHON SAWAN, TH",33,12,5,0,28.2
8/28/2019,TH000048400,"NAKHON SAWAN, TH",23,13,3,7.234567901,29.4
8/29/2019,TH000048400,"NAKHON SAWAN, TH",19,5,4,0,29.6
8/30/2019,TH000048400,"NAKHON SAWAN, TH",22,8,3,49,25.8
8/31/2019,TH000048400,"NAKHON SAWAN, TH",24,10,3,7.4,27
9/1/2019,TH000048400,"NAKHON SAWAN, TH",24,46,2,19.3,28
9/2/2019,TH000048400,"NAKHON SAWAN, TH",29,11,2,7.6,27.7
9/3/2019,TH000048400,"NAKHON SAWAN, TH",27,8,3,0.3,27.6
9/4/2019,TH000048400,"NAKHON SAWAN, TH",22,7,2,1.8,28.1
9/5/2019,TH000048400,"NAKHON SAWAN, TH",24,8,3,1.5,28.7
9/6/2019,TH000048400,"NAKHON SAWAN, TH",26,9,3,1.3,28.9
9/7/2019,TH000048400,"NAKHON SAWAN, TH",22,8,2,0,29.5
9/8/2019,TH000048400,"NAKHON SAWAN, TH",27,9,3,0,29.8
9/9/2019,TH000048400,"NAKHON SAWAN, TH",26,8,2,7.234567901,29.6
9/10/2019,TH000048400,"NAKHON SAWAN, TH",19,7,2,7.234567901,29.3
9/11/2019,TH000048400,"NAKHON SAWAN, TH",28,11,3,7.234567901,28.2
9/12/2019,TH000048400,"NAKHON SAWAN, TH",24,12,3,0,28.5
9/13/2019,TH000048400,"NAKHON SAWAN, TH",35,11,5,0.3,29.9
9/14/2019,TH000048400,"NAKHON SAWAN, TH",34,12,5,0.3,29.6
9/15/2019,TH000048400,"NAKHON SAWAN, TH",37,13,6,0,29.8
9/16/2019,TH000048400,"NAKHON SAWAN, TH",40,14,6,7.234567901,29.9
9/17/2019,TH000048400,"NAKHON SAWAN, TH",35,17,4,1.5,30.3
9/18/2019,TH000048400,"NAKHON SAWAN, TH",25,14,3,16,28.6
9/19/2019,TH000048400,"NAKHON SAWAN, TH",21,10,4,68.6,28.2
9/20/2019,TH000048400,"NAKHON SAWAN, TH",24,10,4,0.5,27.4
9/21/2019,TH000048400,"NAKHON SAWAN, TH",33,17,4,37.3,26.6
9/22/2019,TH000048400,"NAKHON SAWAN, TH",45,19,5,10.2,27.4
9/23/2019,TH000048400,"NAKHON SAWAN, TH",55,19,7,0.3,28.2
9/24/2019,TH000048400,"NAKHON SAWAN, TH",58,20,8,1,27.8
9/25/2019,TH000048400,"NAKHON SAWAN, TH",58,19,8,0,28.9
9/26/2019,TH000048400,"NAKHON SAWAN, TH",59,19,8,7.234567901,29.4
9/27/2019,TH000048400,"NAKHON SAWAN, TH",53,21,7,7.234567901,29.4
9/28/2019,TH000048400,"NAKHON SAWAN, TH",62,21,6,7.234567901,28.8
9/29/2019,TH000048400,"NAKHON SAWAN, TH",66,22,9,7.234567901,29.4
9/30/2019,TH000048400,"NAKHON SAWAN, TH",67,22,8,7.234567901,29.7
10/1/2019,TH000048400,"NAKHON SAWAN, TH",57,19,7,7.234567901,30.2
10/2/2019,TH000048400,"NAKHON SAWAN, TH",48,13,9,7.234567901,30
10/3/2019,TH000048400,"NAKHON SAWAN, TH",51,18,7,5.8,28
10/4/2019,TH000048400,"NAKHON SAWAN, TH",28,16,3,0.3,29.3
10/5/2019,TH000048400,"NAKHON SAWAN, TH",31,13,6,1.3,26.8
10/6/2019,TH000048400,"NAKHON SAWAN, TH",34,11,4,0.5,28.3
10/7/2019,TH000048400,"NAKHON SAWAN, TH",25,15,4,6.9,27.4
10/8/2019,TH000048400,"NAKHON SAWAN, TH",31,14,5,30,27.3
10/9/2019,TH000048400,"NAKHON SAWAN, TH",34,13,6,0.3,27.9
10/10/2019,TH000048400,"NAKHON SAWAN, TH",33,13,7,13,28.1
10/11/2019,TH000048400,"NAKHON SAWAN, TH",38,19,6,12.2,28.7
10/12/2019,TH000048400,"NAKHON SAWAN, TH",37,19,6,0,29.5
10/13/2019,TH000048400,"NAKHON SAWAN, TH",33,11,5,1.3,29.8
10/14/2019,TH000048400,"NAKHON SAWAN, TH",35,13,6,7.234567901,28.9
10/15/2019,TH000048400,"NAKHON SAWAN, TH",27,12,5,7.234567901,29.5
10/16/2019,TH000048400,"NAKHON SAWAN, TH",32,12,6,7.234567901,29.1
10/17/2019,TH000048400,"NAKHON SAWAN, TH",43,17,10,7.234567901,29.3
10/18/2019,TH000048400,"NAKHON SAWAN, TH",44,17,10,7.234567901,29.1
10/19/2019,TH000048400,"NAKHON SAWAN, TH",40,17,9,7.234567901,28.9
10/20/2019,TH000048400,"NAKHON SAWAN, TH",47,17,10,7.234567901,28.8
10/21/2019,TH000048400,"NAKHON SAWAN, TH",49,17,11,7.234567901,29.1
10/22/2019,TH000048400,"NAKHON SAWAN, TH",85,24,10,7.234567901,29.4
10/23/2019,TH000048400,"NAKHON SAWAN, TH",59,24,9,7.234567901,30.8
10/24/2019,TH000048400,"NAKHON SAWAN, TH",53,20,6,7.234567901,31.3
