DATE,STATION,NAME,rain,temp
12/23/2013,COM00080112,"JOSE MARIA CORDOVA, CO",27.9,14.6
12/24/2013,COM00080112,"JOSE MARIA CORDOVA, CO",13,14.9
12/25/2013,COM00080112,"JOSE MARIA CORDOVA, CO",7.1,15.4
12/26/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,15.9
12/27/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.9
12/28/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.3
12/29/2013,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
12/30/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.4
12/31/2013,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.9
1/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,17.3
1/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.1
1/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,16.1
1/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
1/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.5
1/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,15.1
1/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",7.1,15.1
1/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.8
1/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,14.9
1/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.8
1/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,16.4
1/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,15.7
1/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,17.1
1/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.8
1/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.1
1/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.5
1/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.3
1/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.6
1/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.2
1/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.2
1/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.1
1/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,16.6
1/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.1
1/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
1/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.8
