date,pm10,o3,no2,rain,temp,tmax,tmin
11/20/2020,27,2,14.141,0.2,27.9,33.3,25.7
11/21/2020,20,10,14.141,7.6,26.7,32.1,24.5
11/22/2020,20,6,14.141,17.4,26.2,31.5,23.8
11/23/2020,24,6,14.141,7.4,26.1,29.8,24.1
11/24/2020,26,12,14.141,0.2,26.1,28.1,24.8
11/25/2020,24,5,14.141,0,26.6,29.4,25.1
11/26/2020,25,16,14.141,5.4,26.2,27.8,25.2
11/27/2020,26,10,14.141,0,27.2,30.3,25.2
11/28/2020,25,23,14.141,4.2,26.5,29.2,23.7
11/29/2020,26,13,14.141,0,27.6,31,25.4
11/30/2020,31,17,14.141,11.8,27.2,31.8,24.6
12/1/2020,29,17,14.141,0.2,28.6,33.5,25.3
12/2/2020,27,19,14.141,4.6,27.6,31.6,24.3
12/3/2020,23,13,14.141,17.6,26.7,32.9,24.4
12/4/2020,22,22,14.141,0.4,26.6,31,24.4
12/5/2020,28,25,14.141,0,26.8,31.2,25.4
12/6/2020,29,23,14.141,0,28,32,25.5
12/7/2020,29,23,14.141,9.8,27.8,32.5,24.2
12/8/2020,23,20,14.141,0,28,32.6,25.6
12/9/2020,26,18,14.141,58.2,27.2,32,23.8
12/10/2020,25,22,14.141,42.2,26.3,32.8,23.5
12/11/2020,26,16,14.141,0,27.8,32.7,23.6
12/12/2020,22,26,14.141,30,26.2,31.4,23
12/13/2020,27,12,14.141,1.8,27,31.7,23.7
12/14/2020,21,9,14.141,20.6,26.4,31.9,23.4
12/15/2020,22,3,14.141,0,27.2,31.9,24.5
12/16/2020,25,7,14.141,12.2,25.9,29.5,24.2
12/17/2020,25,3,14.141,0,26.7,31.1,24.7
12/18/2020,22,9,14.141,19.4,25.5,27,23
12/19/2020,22,12,14.141,0.6,26.6,30.2,24.5
12/20/2020,24,17,14.141,1.6,26.9,31.4,24.8
12/21/2020,29,20,14.141,0,27.3,31.1,25.2
12/22/2020,32,30,14.141,0,28,32.4,25.1
12/23/2020,29,15,14.141,5.6,27.6,32.7,25.4
12/24/2020,32,31,14.141,7.6,26.8,29.5,24.3
12/25/2020,26,15,14.141,14.2,28,32.5,25.1
12/26/2020,23,12,14.141,1.2,27.5,31.5,23.9
12/27/2020,24,9,14.141,2.2,27.2,31.8,24.1
12/28/2020,,,,0,28.1,31.7,26
12/29/2020,,,,3.2,26.6,30.3,24.9
12/30/2020,,,,0,27.8,31.8,25.1
12/31/2020,,,,0,27.7,31.7,25.3
1/1/2021,,,,134.4,24.5,26,21.9
1/2/2021,,,,210.6,23.1,24.1,21.7
1/3/2021,,,,5.6,24,25,21.7
1/4/2021,,,,0,25.2,28,22.9
1/5/2021,,,,4.2,26.3,31.6,23.8
1/6/2021,,,,0.8,26.6,29.9,24.8
1/7/2021,,,,7.2,24.3,25.3,23.7
1/8/2021,,,,40.6,25.3,28.5,23.4
1/9/2021,,,,23.8,25.6,28.7,23.9
1/10/2021,,,,204,23.9,24.6,23.3
1/11/2021,,,,2.4,25.8,28.6,24.3
1/12/2021,,,,13,25.7,28.9,23.9
1/13/2021,,,,2,25.4,27.7,23.6
1/14/2021,,,,0,25.7,29,23.3
1/15/2021,,,,0,26.8,30.5,24.4
1/16/2021,,,,0,27,30,24.9
1/17/2021,,,,0,27.1,30.5,25.2
1/18/2021,,,,0,26.5,28.9,25.2
1/19/2021,,,,0,26.4,29.7,24
1/20/2021,,,,0,26.4,29.6,24
1/21/2021,,,,0.8,26.5,30.7,24.1
1/22/2021,,,,3.2,26.3,30.8,24.1
1/23/2021,,,,28.4,26.1,30.6,23
1/24/2021,,,,0,26.7,31.2,23.5
1/25/2021,,,,0,27.4,31.6,25.1
1/26/2021,,,,0,27.3,31.5,24.6
1/27/2021,,,,0,26.8,30.2,24.4
1/28/2021,,,,10.8,26.4,30.4,23.1
1/29/2021,,,,0,26.9,30.6,24.5
1/30/2021,,,,0,27,30.5,24.7
1/31/2021,,,,1,26.4,30.3,24.1
2/1/2021,,,,0,26.9,30.1,24.6
2/2/2021,,,,0,26.9,30.3,25.4
2/3/2021,,,,0,27,30.3,25.1
2/4/2021,,,,0,26.7,30.8,24.5
2/5/2021,,,,0,26.8,31.6,23.7
2/6/2021,,,,0,27.6,31.5,25.6
2/7/2021,,,,0,27.6,32.7,24.6
2/8/2021,,,,0,27.6,32.1,24.7
2/9/2021,,,,0,27.7,32.1,25
2/10/2021,,,,0,27.4,31.4,25.2
2/11/2021,,,,0.6,27.6,31.9,25.1
2/12/2021,,,,0.4,27.5,31.7,25.6
2/13/2021,,,,0,27.7,32.2,25.5
2/14/2021,,,,0,27.1,31.1,25.2
2/15/2021,,,,0,27,30.7,24.7
2/16/2021,,,,0,26.6,30.6,24.4
2/17/2021,,,,0,27,31.2,24.4
2/18/2021,,,,0,26.9,31.1,24.1
2/19/2021,,,,0,27.1,31.1,25.1
2/20/2021,,,,0,27.2,31.5,25.3
2/21/2021,,,,0,27.2,31.9,24.9
2/22/2021,,,,0,27.2,31.6,24.8
2/23/2021,,,,0,27.1,32.9,24.1
2/24/2021,,,,0,26.7,31.2,24
2/25/2021,,,,0,27.4,32.3,24.1
2/26/2021,,,,0,27.6,33.7,24.2
2/27/2021,,,,0,28.2,33,25.2
2/28/2021,,,,0,28.3,33.5,25.4
3/1/2021,,,,0,28.3,34.2,25.4
3/2/2021,,,,0,28.3,33.8,25.3
3/3/2021,,,,0,28.5,33,25.6
3/4/2021,,,,0,28.5,33.3,25.4
3/5/2021,,,,0,28.8,34,26.2
3/6/2021,,,,0,28.8,33.7,26.1
3/7/2021,,,,36.4,26.5,33.6,23
3/8/2021,,,,0,27.7,33.3,23.7
3/9/2021,,,,0,28,32.8,24.9
3/10/2021,,,,0,28.1,33.1,24.7
3/11/2021,,,,0,28.3,33,25
3/12/2021,,,,3.8,27.4,30.9,24.6
3/13/2021,,,,0,28,33.2,24.8
3/14/2021,,,,12,27.5,32,24.8
3/15/2021,,,,19.4,27.7,32.9,24
3/16/2021,,,,1.4,28,31.9,25.5
3/17/2021,,,,0.6,27.5,32.7,24.7
3/18/2021,,,,0,28.1,33.1,26
3/19/2021,,,,0,28.7,33.2,26
3/20/2021,,,,0.6,28,32.6,26.2
3/21/2021,,,,0,28.9,33.5,25.6
3/22/2021,,,,0,28.6,33.5,25.7
3/23/2021,,,,1.2,28,33.2,25.3
3/24/2021,,,,38,25.7,30.6,24.3
3/25/2021,,,,1.6,26.2,29.2,24.5
3/26/2021,,,,0,28.3,32.3,25.8
3/27/2021,,,,13.2,27.1,31.3,24.1
3/28/2021,,,,0,28.4,33,25
3/29/2021,,,,8.8,27.5,32.5,24.8
3/30/2021,,,,11.8,27.7,32.9,25.1
3/31/2021,,,,33.6,28.5,34,23.3
4/1/2021,,,,0,30.4,34.3,26.9
4/2/2021,,,,11.4,28.6,34.7,24.8
4/3/2021,,,,2,27.8,33.3,26
4/4/2021,,,,42,27,29.2,23.8
4/5/2021,,,,33.8,27,32.7,24.5
4/6/2021,,,,0,28.4,32.9,25.1
4/7/2021,,,,0,29.2,33.3,26.1
4/8/2021,,,,33,27.8,33.1,24.6
4/9/2021,,,,0.2,28.5,32.2,24.9
4/10/2021,,,,0,29.2,33.2,26.1
4/11/2021,,,,0,29.2,33.3,26.6
4/12/2021,,,,12.4,28.5,32.7,23.2
4/13/2021,,,,0,28.8,32.1,26.7
4/14/2021,,,,0,28.5,32.5,24.6
4/15/2021,,,,18.4,26.8,32.5,23.5
4/16/2021,,,,0.2,27.7,30.4,25.5
4/17/2021,,,,83.8,25.8,31.2,23.1
4/18/2021,,,,0,28,32.6,24.5
4/19/2021,,,,0,28.4,32.6,26
4/20/2021,,,,0,29,32.8,25.6
4/21/2021,,,,0,29.1,32.8,27.1
4/22/2021,,,,10.8,27.2,31.1,25.2
4/23/2021,,,,0,29.1,33.1,26
4/24/2021,,,,32,26.4,28.1,23.5
4/25/2021,,,,0,28.8,32.6,25.2
4/26/2021,,,,8.8,28.3,32.9,25.1
4/27/2021,,,,1.6,27.7,31.7,25.7
4/28/2021,,,,0,28.4,32.7,25.2
4/29/2021,,,,0,29,33.4,26.5
4/30/2021,,,,0,28.7,32.7,26.3
5/1/2021,,,,0.2,28.4,31.9,25.8
5/2/2021,,,,0,29.4,33.4,26.1
5/3/2021,,,,0,29.5,33.5,27.1
5/4/2021,,,,0,29.4,33.2,26.4
5/5/2021,,,,0,28.1,32.3,26.1
5/6/2021,,,,23.2,27.5,31.1,24.3
5/7/2021,,,,0.2,28.5,32.8,26.2
5/8/2021,,,,0,28.2,30.9,26.4
5/9/2021,,,,6.8,27.8,33.1,26.2
5/10/2021,,,,0,29.3,33.6,26.3
5/11/2021,,,,0,29.7,33.6,25.9
5/12/2021,,,,34.8,28,31.6,24.9
5/13/2021,,,,0,29,32.6,26.1
5/14/2021,,,,39.8,28.4,30.6,25
5/15/2021,,,,20.6,28,31.1,24.7
5/16/2021,,,,0,29.3,33.4,26.5
5/17/2021,,,,5.6,28.6,30.9,22.9
5/18/2021,,,,25.8,26.4,28.7,23
5/19/2021,,,,3,27.7,30,25.8
5/20/2021,,,,0,28.8,31.8,25.7
5/21/2021,,,,49.8,27.8,32.6,24.3
5/22/2021,,,,0,27.8,30.3,26
5/23/2021,,,,0,29.5,32.3,27.1
5/24/2021,,,,0,29.8,33.3,27.5
5/25/2021,,,,0,30,32.8,28.1
5/26/2021,,,,0,29.6,32.4,27.9
5/27/2021,,,,1,29.4,33.2,27.4
5/28/2021,,,,0,29.2,33.4,26.5
5/29/2021,,,,35,28.3,30.6,24.7
5/30/2021,,,,0,29.1,33.5,26.9
5/31/2021,,,,0,29.3,31.9,27.4
6/1/2021,,,,0,29.2,32.3,27.7
6/2/2021,,,,0.4,29.3,32.5,27.4
6/3/2021,,,,1.2,29.6,32.5,27.3
6/4/2021,,,,0,30,33.7,27.5
6/5/2021,,,,0.6,29.6,32.4,27
6/6/2021,,,,0,29.7,33,26.6
6/7/2021,,,,0.8,29.6,32.1,27.3
6/8/2021,,,,0,29.3,32,26.3
6/9/2021,,,,2.4,28.8,31.3,25.8
6/10/2021,,,,1,28,32.5,25.8
6/11/2021,,,,0.2,28.5,31.4,25.5
6/12/2021,,,,3.6,28.7,32.9,25
6/13/2021,,,,15.2,28.4,31.7,23.6
6/14/2021,,,,0,29,33,26.2
6/15/2021,,,,1.8,27.6,31.8,25.4
6/16/2021,,,,0,28.1,31.7,25.2
6/17/2021,,,,0,29,32.9,25.8
6/18/2021,,,,23.8,26.6,29.5,23.4
6/19/2021,,,,0,28.2,32.6,25.9
6/20/2021,,,,1.6,27.4,31.8,23.5
6/21/2021,,,,0.2,28.6,32.8,24.7
6/22/2021,,,,0.2,28.4,31.5,24.9
6/23/2021,,,,0,29,33.6,25.3
6/24/2021,,,,6.8,28.2,32.9,24.3
6/25/2021,,,,6.2,27.4,31.6,25.8
6/26/2021,,,,11.4,27.8,31.9,24
6/27/2021,,,,0.4,27.5,29.6,26.3
6/28/2021,,,,0.2,28.8,32,26.1
6/29/2021,,,,15.4,27.6,32.3,23.9
6/30/2021,,,,0,28.1,32.3,24.4
7/1/2021,,,,2.2,29.2,32.4,27.5
7/2/2021,,,,0,28.9,33,26.8
7/3/2021,,,,25.4,28,32.7,23.5
7/4/2021,,,,3,26.3,28.6,24
7/5/2021,,,,1.6,28.1,30.5,26.1
7/6/2021,,,,0,28.2,30.5,26.4
7/7/2021,,,,0,28.5,31.6,26.3
7/8/2021,,,,0,29.3,32.5,26.7
7/9/2021,,,,0,29.3,32.5,27.2
7/10/2021,,,,11.2,26.4,28.2,24.4
7/11/2021,,,,21.8,26.6,30.3,23.4
7/12/2021,,,,43.2,26.5,32.6,23.7
7/13/2021,,,,75,25.1,27.1,23.2
7/14/2021,,,,0.4,27,28.9,24.7
7/15/2021,,,,0,28.5,32.2,25.2
7/16/2021,,,,0,29.6,32.8,27.8
7/17/2021,,,,0,29.3,32.3,27.3
7/18/2021,,,,0,29.5,32.5,27.1
7/19/2021,,,,0.2,28.6,31.7,27.2
7/20/2021,,,,0,29.5,32.6,26.6
7/21/2021,,,,0,29.6,32.7,27.3
7/22/2021,,,,0,29.8,32.9,27.3
7/23/2021,,,,2.2,29,33,25.9
7/24/2021,,,,0,29.3,33.2,26.8
7/25/2021,,,,0,29.9,32.9,27.5
7/26/2021,,,,0,29.6,32.4,27.6
7/27/2021,,,,0,29.5,32.1,27.3
7/28/2021,,,,0,29.6,33.1,27.4
7/29/2021,,,,0,29.8,32.8,27.7
7/30/2021,,,,0,30.1,33.4,28.1
7/31/2021,,,,9.6,28.6,31,23.8
8/1/2021,,,,20.4,27.7,30.9,23.1
8/2/2021,,,,0.2,28.5,32.9,26.4
8/3/2021,,,,7.2,28.4,32.2,23.2
8/4/2021,,,,1.4,27.2,28.7,23.8
8/5/2021,,,,0,28.9,32,27
8/6/2021,,,,0,28.7,32.3,26.2
8/7/2021,,,,1.8,28.7,32.4,26.2
8/8/2021,,,,0.4,27.5,32.4,25.5
8/9/2021,,,,0,28.7,32.6,24.7
8/10/2021,,,,0,29.4,32.5,27.3
8/11/2021,,,,1.6,28.7,31.5,25.4
8/12/2021,,,,7,28.5,32.2,24.9
8/13/2021,,,,0.2,28,31.3,26.4
8/14/2021,,,,16.6,27.4,31.3,23.6
8/15/2021,,,,3,27.9,31.3,24.6
8/16/2021,,,,0.4,27.8,32.3,24.5
8/17/2021,,,,5,26.9,30.5,25.3
8/18/2021,,,,3.2,26.4,28.1,25
8/19/2021,,,,29.4,27.3,31.7,23.1
8/20/2021,,,,71.4,25.5,27.7,21.9
8/21/2021,,,,0.6,27.5,29.6,25.2
8/22/2021,,,,15.2,26.6,31,25.4
8/23/2021,,,,0,27.5,30.5,24.7
8/24/2021,,,,13.2,25.8,27.6,23.7
8/25/2021,,,,0.2,26.3,28.3,24.3
8/26/2021,,,,18,27.3,31.4,23.9
8/27/2021,,,,0,27.6,31.5,25.1
8/28/2021,,,,0,28.8,31.8,26.9
8/29/2021,,,,18.6,26.7,31,23.8
8/30/2021,,,,39.8,25.9,28.3,23.4
8/31/2021,,,,18.8,27.1,31.8,23.9
9/1/2021,,,,5.6,28,31.9,24.8
9/2/2021,,,,63.4,25.7,27.5,22.9
9/3/2021,,,,0,28.2,31.9,25.3
9/4/2021,,,,0,28.6,32.2,25.9
9/5/2021,,,,0,28.6,32.3,26.7
9/6/2021,,,,29.8,28.1,32.9,23
9/7/2021,,,,0,28.6,32.7,26
9/8/2021,,,,16.2,28,31,22.5
9/9/2021,,,,0.2,28.8,31.6,26.9
9/10/2021,,,,0,27.5,29.8,23.6
9/11/2021,,,,0,28.6,31.8,26.1
9/12/2021,,,,0.2,28.9,32,27.2
9/13/2021,,,,3.8,27.1,28.9,25.4
9/14/2021,,,,0,28.3,30.7,26.9
9/15/2021,,,,0,28.8,32.5,26.6
9/16/2021,,,,0,28.9,32.5,26.9
9/17/2021,,,,0,29.2,32.8,26.7
9/18/2021,,,,0,28.9,32.7,27
9/19/2021,,,,0,28.1,30.2,26.1
9/20/2021,,,,0,29,32.1,26.3
9/21/2021,,,,0.4,29.4,32.4,27.4
9/22/2021,,,,0,29,32.1,25.8
9/23/2021,,,,6.8,28.6,31.3,24.3
9/24/2021,,,,0,29,32.8,27.2
9/25/2021,,,,0.6,28.8,32.9,26.8
9/26/2021,,,,24.6,28.9,33.3,23.5
9/27/2021,,,,4.8,27.1,33,24.6
9/28/2021,,,,2,27.4,32.4,24.6
9/29/2021,,,,0,28.4,32.6,25.5
9/30/2021,,,,47,26.5,28.3,24.5
10/1/2021,,,,59.6,26.8,30.6,23.4
10/2/2021,,,,0.4,26.4,29.1,23.8
10/3/2021,,,,0,28.6,32.8,25.4
10/4/2021,,,,0,29.1,32.5,26.1
10/5/2021,,,,7,28,29.7,23.2
10/6/2021,,,,0,29.8,33.8,27
10/7/2021,,,,0.4,29.8,33.7,27.3
10/8/2021,,,,0,29.7,32.8,27.3
10/9/2021,,,,0,29.9,33.3,27.9
10/10/2021,,,,28,28.1,31.9,23.9
10/11/2021,,,,0,29.5,32.7,26.2
10/12/2021,,,,0,29.7,33,27.7
10/13/2021,,,,5.4,29.5,32.7,27.7
10/14/2021,,,,0,29.7,32.6,27.8
10/15/2021,,,,0,29.7,33.2,26.3
10/16/2021,,,,0,29.7,32.8,28.2
10/17/2021,,,,1.8,28.2,33,25.6
10/18/2021,,,,0.6,27.5,30.4,25.2
10/19/2021,,,,0,28.7,32.3,26
10/20/2021,,,,40.4,26.5,30.7,23.5
10/21/2021,,,,0,27.1,32.1,25
10/22/2021,,,,0,27.8,32.3,25.8
10/23/2021,,,,5.4,27.4,31.5,24.9
10/24/2021,,,,0,27.7,33.3,25.7
10/25/2021,,,,12.2,27.4,31.7,24.7
10/26/2021,,,,0,28.5,33.1,25.3
10/27/2021,,,,3.8,29.1,33.1,25.1
10/28/2021,,,,0,27.9,29.8,26.4
10/29/2021,,,,0,28.9,32.2,26.5
10/30/2021,,,,1.6,28.4,32.3,25.5
10/31/2021,,,,10.4,27.6,32.8,25.4
11/1/2021,,,,20.2,26.9,32.3,25.1
11/2/2021,,,,39.4,26.3,32.4,24.4
11/3/2021,,,,1.4,27,30.8,24.6
11/4/2021,,,,28.2,27.3,32.7,24.1
11/5/2021,,,,5.6,26.5,31.8,24.6
11/6/2021,,,,3,27.7,32.5,24.8
11/7/2021,,,,10.6,27.2,31.4,24.5
11/8/2021,,,,1,27.4,29.4,25.9
11/9/2021,,,,21.2,27.1,32.8,24.3
11/10/2021,,,,19.8,26,28.7,24.3
11/11/2021,,,,1,27.6,32,24.6
11/12/2021,,,,1.4,28.1,33.4,23.6
11/13/2021,,,,1,26.9,29,24.2
11/14/2021,,,,0,28.7,32.9,26.1
11/15/2021,,,,1.4,27.4,31.3,26
11/16/2021,,,,0,28.6,33.2,25.4
11/17/2021,,,,0.8,28.5,32.6,26.1
11/18/2021,,,,46.4,27.4,30.9,23.4
11/19/2021,,,,0.2,28.1,32.1,25.7
11/20/2021,,,,6.8,26.9,29.4,23.9
11/21/2021,,,,12.8,27.3,32.8,24.4
11/22/2021,,,,2.8,28,31.9,24.9
11/23/2021,,,,7.4,26.9,31.7,25
11/24/2021,,,,32.2,25.6,27.5,23
11/25/2021,,,,0,27.9,32.8,24.4
11/26/2021,,,,0,28.4,32.6,25.2
11/27/2021,,,,47.8,27.7,33,22.8
11/28/2021,,,,0,28.6,32.5,25.4
11/29/2021,,,,0,29.9,33.9,26.9
11/30/2021,,,,0,29.8,33.9,26.1
12/1/2021,,,,0.2,29.6,33.9,26.6
12/2/2021,,,,14.2,26.2,28.6,22.9
12/3/2021,,,,0.2,27.2,32,24.8
12/4/2021,,,,0,27.5,31.2,25.5
12/5/2021,,,,0,27.3,30.7,26
12/6/2021,,,,0,27.8,31.5,25.9
12/7/2021,,,,0,28.1,31.8,25.7
12/8/2021,,,,0,28,31.2,25.9
12/9/2021,,,,0,28.2,32,25.6
12/10/2021,,,,6.4,27.4,31.9,25.1
12/11/2021,,,,8.2,27,31.2,25.5
12/12/2021,,,,0,26.7,29.7,25.8
12/13/2021,,,,0.2,26.9,29.8,25.2
12/14/2021,,,,0,28,31.7,25.8
12/15/2021,,,,0.6,27.9,31.9,26
12/16/2021,,,,0,28.9,33.3,26.1
12/17/2021,,,,9.4,27.5,31.7,25.5
12/18/2021,,,,46.8,27.6,31.6,24.3
12/19/2021,,,,15.2,27.3,31.4,23.9
12/20/2021,,,,0,27.6,31.9,24.9
12/21/2021,,,,0,28.2,32,25.8
12/22/2021,,,,0,27.9,32.4,26.3
12/23/2021,,,,0.4,27.4,29.9,25.9
12/24/2021,,,,8.8,27.4,31.3,25.6
12/25/2021,,,,1.4,27.9,31.3,26.3
12/26/2021,,,,0,28.1,31.7,25.7
12/27/2021,,,,0,28.3,32.5,25.7
12/28/2021,,,,0,28.1,32.4,25.4
12/29/2021,,,,0.6,28,31.8,25.5
12/30/2021,,,,0,27.9,31,25.8
12/31/2021,,,,7,26.1,28.4,23.8
