date,pm10,o3,no2,rain,temp,tmax,tmin
11/12/2016,19,14,15,8.8,27.5,32,25.1
11/13/2016,16,3,17,0,27.8,30.8,25.7
11/14/2016,15,16,13,65.6,25.5,27.6,23.2
11/15/2016,16,7,15,0,27.6,31.4,24.3
11/16/2016,19,13,20,30.2,26.4,29.1,22.7
11/17/2016,22,16,21,29.4,27,31.6,24.1
11/18/2016,23,10,23,1,27.4,31.7,25.2
11/19/2016,23,17,19,0.8,27.9,31.5,25.4
11/20/2016,17,17,12,1.8,28,31.3,26.2
11/21/2016,18,7,18,0,28.6,32.2,26.1
11/22/2016,17,7,13,1.4,27.4,28.9,25.3
11/23/2016,15,15,17,1.2,27.6,29.8,25.1
11/24/2016,20,23,19,0,27.6,31.5,25.4
11/25/2016,19,12,16,2.8,27.7,32,25.1
11/26/2016,17,13,10,4.6,27.4,31.2,25.3
11/27/2016,10,12,9,0,27.3,29.5,25
11/28/2016,11,5,10,0,27.6,30,26.1
11/29/2016,13,17,7,0.8,26.4,28.1,25.1
11/30/2016,12,10,13,0,28.1,31.8,25.1
12/1/2016,12,13,12,18.4,25.7,27.2,24.8
12/2/2016,14,10,16,1.2,27.4,32.2,24.3
12/3/2016,22,19,17,1,27.3,29.8,24.8
12/4/2016,16,15,10,18.6,28.6,32.9,26
12/5/2016,20,22,19,0.8,28.7,32.8,25.6
12/6/2016,23,18,15,21.6,27.7,32.6,24.3
12/7/2016,17,25,11,33.4,27.8,33.1,24.2
12/8/2016,16,11,13,0,28.5,32.7,25.2
12/9/2016,14,19,8,23.4,27,31.2,24.9
12/10/2016,14,17,7,2,27.5,30.6,24.4
12/11/2016,12,19,7,7.6,26.5,29.8,23
12/12/2016,17,29,14,0,28.5,32.4,26
12/13/2016,20,26,15,0,28.4,33.1,25.1
12/14/2016,22,26,10,0.2,28,33.6,25
12/15/2016,29,25,21,0,28.7,33,25.9
12/16/2016,29,11,18,2.4,28.2,31.8,26.1
12/17/2016,18,15,11,29.6,26.8,31.3,24.5
12/18/2016,14,19,10,2.4,26.9,31.6,23.4
12/19/2016,13,18,7,6,28,32.5,25.1
12/20/2016,11,24,11,0,28.6,33,25.6
12/21/2016,14,13,16,3,28.5,33.4,25.7
12/22/2016,16,12,12,12.2,26.7,31.8,24.1
12/23/2016,11,14,11,19.6,27,30.5,24.3
12/24/2016,10,14,6,73,26.3,32.5,23.3
12/25/2016,10,13,5,10.4,26.6,31.8,24.7
12/26/2016,9,10,8,0,26.5,30.6,24.1
12/27/2016,10,6,13,0.6,26.3,30.2,24.5
12/28/2016,12,6,15,3.8,25.7,28.3,23.4
12/29/2016,22,20,13,0,27.6,31.2,25.1
12/30/2016,11,12,11,1.4,27,32,24.6
12/31/2016,15,28,19,0,26.6,29.1,24.8
1/1/2017,16,11,15,0.8,27.4,31.2,25.2
1/2/2017,15,9,12,0,26.6,30.2,25
1/3/2017,13,13,11,0.6,26.4,29,25
1/4/2017,13,14,9,2.8,26.6,30.4,23.5
1/5/2017,16,15,18,0.6,28,32.6,24.9
1/6/2017,19,22,17,0,28.3,32.3,25.8
1/7/2017,19,28,12,0,28.9,32.9,26.1
1/8/2017,18,24,11,0.8,28.9,33.7,26
1/9/2017,23,18,13,0,28.4,32.6,26.5
1/10/2017,23,14,16,3,27.9,31.8,26.1
1/11/2017,23,21,13,26.4,26.7,31.9,21.8
1/12/2017,24,24,19,0,28,32.6,25
1/13/2017,26,22,18,0,27.1,31.3,25.3
1/14/2017,25,26,12,0.4,27.5,31,25
1/15/2017,20,29,13,10.8,26.9,32.3,25.2
1/16/2017,24,28,19,3,26.9,31.2,24.4
1/17/2017,20,17,17,0,27.1,31.3,25
1/18/2017,16,19,17,6,26.5,32,24
1/19/2017,16,11,17,16.6,26.6,31.1,23.5
1/20/2017,18,10,17,4.6,26.3,29.1,24
1/21/2017,12,13,8,5.6,26.9,30.7,24.9
1/22/2017,13,5,12,31.4,26.5,29.9,23.9
1/23/2017,12,4,12,60.6,25.1,28,23.5
1/24/2017,10,10,10,17.4,24,24.7,23.5
1/25/2017,15,12,8,0,26,29.6,23
1/26/2017,19,15,9,1.8,27,30.8,24.4
1/27/2017,21,16,8,0,27.4,30.7,25.4
1/28/2017,15,16,7,1.4,26.2,29.6,24.8
1/29/2017,14,11,9,0.6,26.3,28.5,24.5
1/30/2017,14,11,11,2.6,26,29,24.7
1/31/2017,18,16,11,0,26.8,30.3,25
2/1/2017,25,23,14,0,26.9,30.6,24.6
2/2/2017,23,20,12,1.4,27.1,30.2,25.2
2/3/2017,13,18,12,25.4,27.2,32.1,25.1
2/4/2017,14,21,10,15,26.7,31.7,24.5
2/5/2017,13,19,10,23.4,26.9,32.4,24.2
2/6/2017,14,17,15,5.4,27.2,31.9,24.8
2/7/2017,17,21,18,21,25.8,29.7,23.5
2/8/2017,24,28,19,4.6,26.4,30.6,24.4
2/9/2017,22,26,11,0,27.5,31.2,25
2/10/2017,23,24,11,0,27.4,31.1,24.7
2/11/2017,27,27,8,0,27.3,30.4,25.7
2/12/2017,27,24,10,5.2,26.3,29.4,24.6
2/13/2017,30,22,10,1.6,26.6,29.6,24.6
2/14/2017,19,18,14,0.2,26.6,29.8,24.6
2/15/2017,20,20,14,16.4,25.7,30.3,22.6
2/16/2017,27,18,13,0.8,26.6,30.1,24.8
2/17/2017,22,15,12,0,27.1,30.5,25
2/18/2017,23,18,9,0,27,30.2,25.4
2/19/2017,21,15,10,0,27.7,31.1,25.8
2/20/2017,17,12,12,0,27.6,31,25.3
2/21/2017,20,18,9,0,27.8,31.2,25.4
2/22/2017,16,18,18,0,27.5,31.3,25.3
2/23/2017,22,5,21,3.6,27.1,31.6,24.7
2/24/2017,15,12,15,31.2,25.1,28.7,23.6
2/25/2017,18,16,10,0,26.9,31.6,23.6
2/26/2017,16,14,9,0,27.4,30.8,25.4
2/27/2017,19,11,11,0,27.3,30.5,24.8
2/28/2017,17,10,9,4,27.1,30.5,25.7
3/1/2017,12,14,6,22,25.2,27.6,22.9
3/2/2017,23,12,11,0.4,26.9,30.5,24.6
3/3/2017,18,9,16,10.4,26.6,29.6,23.6
3/4/2017,25,17,10,14.6,25.6,27.9,23.9
3/5/2017,25,18,14,0,27.2,30.9,24.6
3/6/2017,22,27,17,0,27.2,31.2,24.6
3/7/2017,23,26,12,0,27.1,31.3,24.5
3/8/2017,27,30,14,0,27.3,31.1,25.1
3/9/2017,26,23,10,0,27.1,30.8,24.7
3/10/2017,24,25,12,0,27,30,24.9
3/11/2017,22,30,19,0,27.7,31.6,25.2
3/12/2017,27,36,20,0,26.8,30.8,24.8
3/13/2017,33,31,21,0,27.7,31.2,25.3
3/14/2017,26,43,29,0,26.9,30.2,24.5
3/15/2017,27,33,14,0,28.6,33.3,25.1
3/16/2017,26,22,24,0,28.2,32.2,25.9
3/17/2017,29,34,17,0,27.3,31.7,25.4
3/18/2017,25,33,16,0,28.4,32.7,25.6
3/19/2017,23,19,17,0,28.4,32,25.7
3/20/2017,18,32,20,21.4,26.7,28.9,24.1
3/21/2017,18,13,15,0,27.7,32.8,25.4
3/22/2017,22,22,14,0.4,28,32,25.2
3/23/2017,23,36,21,0,28.7,32.2,26
3/24/2017,32,30,21,0,28.2,31.2,26.5
3/25/2017,24,29,13,0,28.1,32.4,25.7
3/26/2017,18,20,12,0,29.2,33.3,26.2
3/27/2017,19,8,17,5,28.5,32.2,24.5
3/28/2017,19,17,21,30.2,26.4,28,23.7
3/29/2017,22,7,21,2.4,26.9,32,25.1
3/30/2017,20,18,25,19.2,25.6,31,23.6
3/31/2017,25,15,27,10.6,27.1,31.8,24.7
4/1/2017,18,23,15,7.6,26.4,31.2,24.4
4/2/2017,16,20,14,2.6,27.1,32.5,24.8
4/3/2017,14,24,15,1.4,27.5,30.6,24.8
4/4/2017,14,23,12,2.2,28.6,33.7,24.7
4/5/2017,12,32,15,0,29,32.9,26.1
4/6/2017,15,26,14,0.6,28.6,33.2,26.2
4/7/2017,21,11,29,37.8,27.5,34.4,22.9
4/8/2017,26,32,26,1.6,26.8,28.9,25.7
4/9/2017,25,16,25,6.2,27.5,32.4,25.1
4/10/2017,25,32,25,0,27.3,29.9,25.7
4/11/2017,23,19,20,11.8,28.4,31.9,25.2
4/12/2017,15,8,19,22,27.7,31,23.1
4/13/2017,20,15,19,0.6,27,29.1,24
4/14/2017,17,16,15,0.2,27.9,32,24.9
4/15/2017,23,39,15,0,28.6,32.4,25.5
4/16/2017,21,21,16,0,28.5,32.5,26
4/17/2017,26,19,21,0,29.1,32.9,26.7
4/18/2017,21,38,36,11.6,27.4,32.4,23.8
4/19/2017,38,25,34,0.2,28,32.4,24.5
4/20/2017,40,20,25,0,28.1,32.3,26
4/21/2017,20,24,17,18,27.8,32.4,23.6
4/22/2017,20,19,26,0.4,28.2,30.9,25.6
4/23/2017,23,10,24,7.6,28,31.8,26.1
4/24/2017,29,11,28,30.4,27.6,32.1,23.9
4/25/2017,35,15,33,2.4,26.9,32,25.2
4/26/2017,21,27,23,2.2,27.2,29.7,25.2
4/27/2017,19,26,26,0.2,28,32.1,25.7
4/28/2017,21,9,30,42.8,26.8,30.6,22.8
4/29/2017,35,26,23,0,27.5,30.1,25.8
4/30/2017,19,20,15,0,28.6,32.7,25.8
5/1/2017,19,8,26,0,28.9,31.5,26.4
5/2/2017,21,11,26,0,28.2,30.7,26.7
5/3/2017,22,12,22,0,29,31.6,26.2
5/4/2017,29,20,22,2.4,28.8,31.9,26.8
5/5/2017,23,23,20,8,28.4,31.9,24.8
5/6/2017,28,24,25,8,28.1,31.3,26.1
5/7/2017,22,28,23,12,27.8,31,24.8
5/8/2017,18,16,15,0,28.4,31.5,25.9
5/9/2017,13,7,14,0,29.6,32.4,27.3
5/10/2017,16,10,13,19.2,27,30,24.9
5/11/2017,16,10,18,0,28.1,31.2,25.3
5/12/2017,18,10,16,0.8,28.2,30.4,25.9
5/13/2017,16,17,14,0,28.6,31.7,27
5/14/2017,13,9,16,0,29.2,31.7,27.1
5/15/2017,16,14,15,0.6,28.3,31.4,26.7
5/16/2017,14,16,13,4,28.7,31.3,26.8
5/17/2017,15,11,10,0,29.7,32.5,27.7
5/18/2017,13,12,13,4,29,31.5,25.6
5/19/2017,16,15,11,0,29.1,31.5,27.2
5/20/2017,16,14,12,0,29.5,32,28.1
5/21/2017,14,9,16,27.2,28.5,32.2,24.1
5/22/2017,12,15,13,9.8,28.1,30.7,23.6
5/23/2017,14,9,15,0,29.4,31.9,27
5/24/2017,16,10,15,11,26.6,29.7,24
5/25/2017,17,9,15,0,28,31.9,25.5
5/26/2017,21,11,18,25.8,27.5,31,24.3
5/27/2017,20,9,11,0,28.2,31.9,26.1
5/28/2017,11,16,10,0,29.1,31,27.2
5/29/2017,14,5,18,0,29.4,32.1,27.8
5/30/2017,21,14,18,13.8,26.7,30,25
5/31/2017,17,11,18,44.8,28.5,32.8,23.7
6/1/2017,12,12,15,8.2,27.6,31.2,23.9
6/2/2017,12,17,11,0,29,32.1,27
6/3/2017,13,21,12,0,29.6,32.3,27.5
6/4/2017,15,11,12,0,29.9,32.2,28
6/5/2017,19,15,11,0,29.8,32.3,28.2
6/6/2017,21,22,14,0,29.6,32.5,28
6/7/2017,18,17,10,0,29.6,32.2,27.9
6/8/2017,16,20,9,0,29.5,32.7,28
6/9/2017,17,16,11,0,29.6,32.6,27.6
6/10/2017,16,16,12,0,29,32.7,26.6
6/11/2017,12,18,13,0.2,28.1,30.8,25.8
6/12/2017,12,17,13,0,29.3,32.1,27
6/13/2017,16,16,19,0.2,29.1,31.9,25.4
6/14/2017,14,18,17,0,28.2,32.7,26.3
6/15/2017,19,12,18,0,29.1,32.8,26.9
6/16/2017,19,19,13,8,28.2,31.9,25.7
6/17/2017,12,14,13,0,29,33,26.2
6/18/2017,12,11,11,13.8,27.1,30.5,24.1
6/19/2017,13,19,14,0,27.8,30.5,24.7
6/20/2017,17,13,18,0,28.9,32.3,25.8
6/21/2017,23,14,15,20.2,28.2,31.6,23
6/22/2017,18,7,14,0,28.5,30.7,26.4
6/23/2017,14,15,14,29.6,26.5,28.5,22.2
6/24/2017,17,11,18,0,28.1,31.2,24.7
6/25/2017,19,30,21,22.8,27.3,30.2,23.5
6/26/2017,24,6,22,1.6,27.9,31.5,25.1
6/27/2017,21,21,18,1.4,25.9,27.8,24.1
6/28/2017,24,9,17,0,27.6,32,25.1
6/29/2017,14,15,13,0,27.9,30.6,26.2
6/30/2017,10,15,11,0,28.5,31.5,26.1
7/1/2017,14,13,11,0,29.3,32,27.5
7/2/2017,15,10,13,0.2,28.5,31.6,26
7/3/2017,14,15,12,0,27.3,28.8,24.8
7/4/2017,13,8,14,0,28.4,31.1,25.2
7/5/2017,13,13,12,23.2,27.3,31.6,23.5
7/6/2017,14,16,13,0,27.7,30.2,25.1
7/7/2017,17,16,14,0,28.6,31.3,26.3
7/8/2017,16,15,10,8.8,27.9,30.6,24.8
7/9/2017,11,15,13,0.6,27.4,29.2,24.4
7/10/2017,14,12,17,0,28.6,31.8,26
7/11/2017,13,7,12,30.6,27.3,30.1,23.7
7/12/2017,15,13,15,4.6,26.2,27.9,23.7
7/13/2017,18,6,19,6.4,27,29.8,25
7/14/2017,22,15,15,3.2,26.2,29.4,23.8
7/15/2017,20,15,8,0,27.2,30.7,24.6
7/16/2017,13,24,9,0,28.3,31,26.7
7/17/2017,20,19,14,0,28.5,31.4,26.2
7/18/2017,18,17,12,0,28.5,30.9,26.7
7/19/2017,14,15,13,0,28.4,30.8,26.3
7/20/2017,16,21,10,0,28.6,31,26.6
7/21/2017,18,18,8,0,28.9,31.5,27.1
7/22/2017,18,18,8,0,29.2,31.9,27.4
7/23/2017,16,17,8,0,29.1,32,27.1
7/24/2017,20,22,10,0,29.3,32.2,27.4
7/25/2017,25,21,11,0,29.1,32.1,27.2
7/26/2017,25,24,15,2.4,28.4,30.5,24.9
7/27/2017,23,25,11,0,29.1,31.8,26.8
7/28/2017,24,19,12,0,29.3,32.3,27.6
7/29/2017,15,15,10,0,29.3,31.8,27.6
7/30/2017,15,13,9,0,29.2,32,27.5
7/31/2017,19,18,11,0,29.1,32.4,27.2
8/1/2017,24,27,10,1.6,29.2,31.9,27.5
8/2/2017,25,25,11,0,29.3,32.2,27.6
8/3/2017,20,22,12,0,29.2,32,27.3
8/4/2017,20,23,11,0,29.3,32.4,27.1
8/5/2017,20,18,9,0,29.5,33,27.8
8/6/2017,16,7,13,0,29.2,32.2,27.6
8/7/2017,16,9,12,7.2,28.4,30.5,26.4
8/8/2017,14,15,10,7,27.5,29.9,25
8/9/2017,16,12,15,2,27.2,29.6,24.3
8/10/2017,14,7,14,0,28.3,31.5,25.7
8/11/2017,17,6,17,1.2,27.4,30.7,25.5
8/12/2017,15,10,14,3,27,29.7,24.4
8/13/2017,14,13,11,1,27,29.4,24.9
8/14/2017,14,10,12,0.2,27.8,30.9,25.6
8/15/2017,16,17,14,0.2,27.3,30.5,25.3
8/16/2017,21,20,14,0,28.1,31.6,25.4
8/17/2017,19,15,16,14,27.3,32,23.7
8/18/2017,20,13,13,29.4,27.3,30.8,24.1
8/19/2017,15,13,10,4.8,28.1,31.6,25.2
8/20/2017,13,12,10,0,28.8,31.8,27.2
8/21/2017,16,12,12,0,28.8,32,27
8/22/2017,18,23,12,5.2,27.2,28.8,25
8/23/2017,21,16,11,0,29,31.6,26.8
8/24/2017,17,12,10,0,28.8,31.3,27.3
8/25/2017,11,15,9,1.2,27.8,30.5,24.5
8/26/2017,12,15,9,0,28.5,31,27.2
8/27/2017,17,12,12,1.8,27.5,29.7,25.6
8/28/2017,24,8,15,3.2,28.1,30.8,25.7
8/29/2017,16,19,15,0.6,26.7,29.6,25.8
8/30/2017,18,17,14,0.6,27.7,31.1,25.4
8/31/2017,13,21,7,0,28.4,31.6,25.9
9/1/2017,23,28,9,0,29,32,27.1
9/2/2017,23,18,6,0,29,32.2,27.1
9/3/2017,18,15,9,0,29,31.7,27.3
9/4/2017,18,13,11,0.4,28.6,31.8,26.3
9/5/2017,17,5,15,10.4,28.2,31.4,25.1
9/6/2017,25.33,18.309,14.141,20.2,26.6,28.5,24.4
9/7/2017,25.33,18.309,14.141,0,28,31,26
9/8/2017,25.33,18.309,14.141,0,27.9,31.8,26.4
9/9/2017,25.33,18.309,14.141,2.6,27.9,30.9,24.7
9/10/2017,25,20,21,3.8,27.7,31.2,25.9
9/11/2017,26,40,14,14,26.9,30.1,24.2
9/12/2017,29,27,12,0,28.4,31.4,25.6
9/13/2017,25,17,14,0,29.1,32.4,26.2
9/14/2017,23,9,20,0,28.7,31.5,27.3
9/15/2017,22,14,15,0,28.3,30.4,26.5
9/16/2017,15,16,8,19.2,27.7,31.1,22.3
9/17/2017,11,10,13,3,28.4,32,26.3
9/18/2017,16,7,20,16.8,26.9,30.3,23.7
9/19/2017,21,11,19,3.8,26.3,30.3,24.8
9/20/2017,14,8,11,4,27,31.6,24.3
9/21/2017,14,22,11,3.2,26.8,30.5,23.7
9/22/2017,21,20,14,0,28.7,31.5,26.1
9/23/2017,21,21,13,8.8,28.8,32.1,24.8
9/24/2017,19,20,18,3.2,28,31.6,23.8
9/25/2017,20,11,17,0,28.9,31.5,27
9/26/2017,31,16,22,1,27.6,31.9,24.8
9/27/2017,23,22,23,1.8,27.2,31.3,24.9
9/28/2017,22,13,20,0.2,28,31.1,26.1
9/29/2017,16,15,16,8.4,27.5,31,23.8
9/30/2017,17,6,16,0.4,27.8,30.7,25.9
10/1/2017,21,15,14,2.2,27.1,30.6,25.8
10/2/2017,26,9,20,0.2,27.9,32.3,25.3
10/3/2017,21,8,18,3.2,27.3,31.3,25.2
10/4/2017,16,18,17,7.8,26,28.4,24.5
10/5/2017,18,11,17,0.2,27.8,31.8,24.7
10/6/2017,26,34,18,0,28.6,32,25.9
10/7/2017,23,17,20,2,27.8,33.2,25
10/8/2017,22,16,18,16.8,26.6,30.2,24.7
10/9/2017,14,14,13,31.4,27.8,32.5,23.6
10/10/2017,14,17,13,7,27.6,31.8,24.3
10/11/2017,14,5,16,2.2,28.2,31.7,24
10/12/2017,17,20,17,11.6,27.3,30,23.5
10/13/2017,16,17,15,1,27.2,31.1,23.7
10/14/2017,28,29,19,0,29.2,32.7,26.7
10/15/2017,23,23,18,0,29.3,32.3,26.1
10/16/2017,21,29,18,0,28.5,31.2,26.8
10/17/2017,21,48,12,0.2,29.7,32.9,27.2
10/18/2017,23,37,16,0,29.7,34.6,27
10/19/2017,37,26,28,0,29.7,33.2,27
10/20/2017,33,29,21,0,29.3,32.8,26.4
10/21/2017,38,24,18,0.2,28.9,33.3,26.9
10/22/2017,29,20,17,0.4,28.3,31.2,26.2
10/23/2017,34,15,28,0,28,31.5,24.4
10/24/2017,40,42,26,8.2,27.7,31,26.2
10/25/2017,33,25,28,0.8,27.6,32.8,25.2
10/26/2017,39,16,26,10.6,27.5,32,24.6
10/27/2017,26,32,17,4,26.6,29.6,25
10/28/2017,23,20,21,0,27.9,33.8,24.7
10/29/2017,18,16,18,8.2,26.5,31,23.7
10/30/2017,15,16,17,0,26.8,28.5,24.7
10/31/2017,26,27,19,3.4,25.9,27,23.5
11/1/2017,26,16,23,0.6,27.3,31.7,24.7
11/2/2017,24,15,20,0,27.7,31.8,25.3
11/3/2017,16,21,16,1.4,28.1,31.4,24.5
11/4/2017,15,18,12,6.4,27.5,31.7,24.9
11/5/2017,15,10,23,0.8,28,31.6,24.7
11/6/2017,24,10,21,42.6,26.4,29.7,23.1
11/7/2017,22,17,12,1.8,26.6,29.7,25.2
11/8/2017,15,27,16,0.2,27.4,31.2,24.8
11/9/2017,15,14,20,33.2,26.2,31.1,23.8
11/10/2017,17,8,20,21.8,25.7,31,23.4
11/11/2017,20,18,12,10.6,25.8,31.1,24.2
11/12/2017,14,22,20,19.6,27.3,31.5,24.2
11/13/2017,22,10,17,4.2,27.6,31.4,24.5
11/14/2017,15,19,20,45,25.8,27.6,23.1
11/15/2017,25,23,22,0,27.3,31,24.7
11/16/2017,21,15,20,18,27.9,32.3,25.5
11/17/2017,19,31,19,3.2,26.9,30.3,23.8
11/18/2017,18,27,15,11.4,27.5,32.1,24.6
11/19/2017,20,22,19,0.2,27.9,32.5,25.2
11/20/2017,21,8,23,11.2,27.1,31,24.5
11/21/2017,23,23,19,13.8,25.8,27.9,23.3
11/22/2017,19,7,13,0,27.9,32.3,24.7
11/23/2017,11,13,10,6.2,26.5,29.4,24.5
11/24/2017,15,16,13,1,26.4,30.1,24.9
11/25/2017,14,14,12,0,28,32,25
11/26/2017,12,8,11,0,27.1,29.9,25.9
11/27/2017,12,26,9,3.4,26,27.2,24.6
11/28/2017,14,27,9,0.4,27.3,31.6,25.2
11/29/2017,11,31,7,14,27.2,31.3,24.9
11/30/2017,15,26,13,0,27.9,32,26
12/1/2017,16,30,13,0,28,33.5,25.3
12/2/2017,19,33,11,1,28.1,32,25.1
12/3/2017,19,23,15,0.6,28.3,31.7,26.1
12/4/2017,25,21,14,14,27,31.9,24.8
12/5/2017,22,30,20,3.2,27.7,31.4,25.7
12/6/2017,19,17,17,3.6,27.8,32.2,24.9
12/7/2017,14,18,10,32.4,26.4,30.4,23.4
12/8/2017,11,14,15,0,26.9,30,25.3
12/9/2017,27,31,14,0.6,26,27.4,24.4
12/10/2017,28,27,15,8.6,27.5,31.3,24.8
12/11/2017,23,20,21,9.2,27.1,31.1,25.1
12/12/2017,20,29,18,31.6,26,30.2,24.2
12/13/2017,20,35,19,69.8,26.1,31.7,23.2
12/14/2017,26,26,17,0.8,26.8,31.9,24.4
12/15/2017,22,18,16,19,26.8,31.4,23.9
12/16/2017,22,25,8,0,27.5,31.1,24.7
12/17/2017,25,26,14,0,27.6,32.2,24.9
12/18/2017,29,26,16,0.4,27.6,30.3,25.8
12/19/2017,23,28,16,0.4,26.3,30.8,24.6
12/20/2017,30,34,12,0,26.9,30.2,24.6
12/21/2017,29,30,16,0,27.6,31.2,25.2
12/22/2017,16,37,10,51.6,27.3,32.4,23.5
12/23/2017,14,23,8,4,27.4,31.4,24.2
12/24/2017,14,23,10,0,26.3,28.3,25.4
12/25/2017,14,24,14,23,26.6,30.6,24
12/26/2017,15,20,24,5.2,26.6,30.9,23.8
12/27/2017,16,18,19,15.4,26.2,30.6,23.5
12/28/2017,18,13,13,9,26.8,31.2,25
12/29/2017,19,10,13,0,27.7,30.8,25.6
12/30/2017,16,8,13,4.4,26.8,29.3,25.2
12/31/2017,10,19,13,63.4,25,25.7,23.3
1/1/2018,9,8,14,32.2,24.8,26.7,23.6
1/2/2018,15,13,18,0.8,25.5,27.3,24.3
1/3/2018,17,7,17,2,26.6,31.1,24.1
1/4/2018,18,10,11,0.2,26.1,28.2,25
1/5/2018,21,28,15,1,26,29,24.8
1/6/2018,20,19,14,0,26.8,29.7,24.4
1/7/2018,18,22,12,0,26.8,30.5,24.2
1/8/2018,20,16,17,45.8,26.4,30.3,23.4
1/9/2018,18,3,10,1.8,27.2,31.4,25.2
1/10/2018,14,6,8,29.8,24.5,26.7,22.8
1/11/2018,10,11,10,10.4,23.9,25.6,22.3
1/12/2018,10,12,13,9.8,23.1,24.1,22.2
1/13/2018,13,17,10,42.2,23,23.7,22.3
1/14/2018,13,15,15,6.8,23.4,25.1,21.3
1/15/2018,17,17,21,1.4,25.2,29.1,22.4
1/16/2018,23,15,19,0,26.2,29.9,23.3
1/17/2018,23,14,23,0,27.2,31.5,24.8
1/18/2018,22,17,21,0,27.2,31,24.6
1/19/2018,20,21,24,2.6,26.8,31.7,24.4
1/20/2018,18,23,17,22.8,26.4,32.1,24.9
1/21/2018,15,24,19,0.6,27.2,31.9,24.7
1/22/2018,19,11,17,5.6,27.5,32.7,24.9
1/23/2018,17,17,20,6.8,26.8,30.3,25.2
1/24/2018,17,13,12,1,26.7,31.8,24.6
1/25/2018,23,4,9,0.6,26.6,30.2,25
1/26/2018,26,11,7,0.6,26.4,30.9,24.8
1/27/2018,22,13,6,6.6,27.1,32,25
1/28/2018,21,21,7,12.2,26.3,31.5,23.6
1/29/2018,24,15,6,0,27.7,33.2,24.9
1/30/2018,28,10,8,40.8,26.9,32.6,21.8
1/31/2018,26,10,7,2.6,27.2,32.2,24.6
2/1/2018,28,5,13,0,28.1,32.1,25.9
2/2/2018,28,18,15,13,25.4,27.3,23.9
2/3/2018,41,25,9,0,27,30.6,24.7
2/4/2018,43,23,15,0.6,26.9,29.9,25.5
2/5/2018,46,21,20,0,27.1,30.6,25
2/6/2018,47,22,24,0,26.6,30.4,24.1
2/7/2018,43,24,19,0,26.1,29.3,24.6
2/8/2018,52,31,18,0,26.4,29.8,24.3
2/9/2018,51,27,20,0,26.3,30.1,23.6
2/10/2018,47,41,13,0,26.2,30.2,23.5
2/11/2018,49,33,15,0,26.8,30.8,24.3
2/12/2018,43,19,20,0,27.2,31.2,24.9
2/13/2018,36,17,15,0,27,31.8,24.3
2/14/2018,38,28,10,0,26.8,31,24.1
2/15/2018,36,39,15,0.2,27.3,31.7,24.5
2/16/2018,34,29,8,0,27.3,32.2,24.7
2/17/2018,34,30,10,0,27.6,32.1,24.7
2/18/2018,36,14,14,0,27.6,32.1,25.1
2/19/2018,31,16,13,0,27.5,32.2,24.7
2/20/2018,37,16,13,0,28,32.8,25.1
2/21/2018,39,18,13,0,28,33.1,25.3
2/22/2018,32,9,16,0,28.2,33.3,25.4
2/23/2018,26,8,13,0.8,28.1,33.1,25.8
2/24/2018,21,13,11,0.2,26.1,28.8,24.6
2/25/2018,33,12,14,0,27.4,31.7,25.2
2/26/2018,38,9,10,0,27.5,31.1,25.7
2/27/2018,24,8,6,0,27.6,31.8,25.1
2/28/2018,21,8,7,0,28.4,33.5,25.7
3/1/2018,19,8,10,0,28.1,32.3,25.5
3/2/2018,17,11,7,3.2,27.8,31.7,25.7
3/3/2018,18,12,12,0,28.6,33.9,25.9
3/4/2018,18,10,7,0,28.3,32.9,25.4
3/5/2018,23,12,10,0,28.6,33.4,26.1
3/6/2018,20,6,14,0,28.7,33.4,25.4
3/7/2018,19,7,14,5.8,26.4,29.8,24.5
3/8/2018,22,9,7,0.6,26.6,30.3,24.9
3/9/2018,23,10,4,0,28.4,32.8,25.3
3/10/2018,29,14,5,15.2,27.3,30.1,23.9
3/11/2018,30,13,5,0,28,31.5,25.8
3/12/2018,29,11,6,0,28,31.8,25.6
3/13/2018,25,12,10,0,28.2,32.4,25.6
3/14/2018,27,17,11,0,28.3,33,25.2
3/15/2018,23,15,9,0,28.5,33.1,25.6
3/16/2018,19,14,7,0,28.7,33.6,26.4
3/17/2018,17,13,7,0,28.9,34.2,26
3/18/2018,20,12,8,0,28.8,33.7,26.3
3/19/2018,19,12,18,0,28.9,33.7,25.9
3/20/2018,27,15,30,0,28.9,34,26.3
3/21/2018,26,12,14,0,28,32.8,26.1
3/22/2018,20,11,14,0,29,33.4,26.4
3/23/2018,20,15,13,0,28.8,33.5,26.2
3/24/2018,28,16,9,0,28.3,32.5,25.3
3/25/2018,20,15,15,7,26.7,29.9,24.8
3/26/2018,18,10,25,0,28.5,32.9,25.9
3/27/2018,21,23,31,10.2,25.4,28.3,23.7
3/28/2018,25,14,26,1.2,26.9,33,24.2
3/29/2018,25.33,18.309,14.141,0.2,26.7,30.6,25.1
3/30/2018,25.33,18.309,14.141,0.8,26.9,32.5,23.6
3/31/2018,43,26,14.141,0.4,27.9,33.7,24.9
4/1/2018,43,23,14.141,0.8,27.8,32.4,25.1
4/2/2018,37,27,14.141,0,28.5,33,26
4/3/2018,35,30,14.141,0,28.7,33.1,26.4
4/4/2018,32,24,14.141,0,28.6,33.1,26
4/5/2018,29,20,14.141,0,28.7,33.8,25.5
4/6/2018,29,19,14.141,3.8,28.1,33.3,25.7
